family,tool,Match,Mismatch,Gap,IC,GapAC,LFPR,FlipScore,MeanPairwiseID,AlignmentLength
RF01197,mafft,0.878641,0.070388,0.050971,0.774874,1.0,0.958298,0.875,0.794498,103
RF01198,mafft,0.679803,0.171182,0.149015,0.418381,0.789448,0.863773,0.698137,0.549672,116
RF01200,mafft,0.816627,0.104953,0.07842,0.58427,0.870102,0.95383,0.820238,0.745597,106
RF01201,mafft,0.701587,0.14709,0.151323,0.419971,0.829086,0.876104,0.731838,0.609399,105
RF01207,mafft,0.842202,0.113761,0.044037,0.663859,0.806186,0.949451,0.774074,0.756881,109
RF01208,mafft,0.727536,0.171014,0.101449,0.412571,0.74665,0.869168,0.692982,0.625121,115
RF01211,mafft,0.827828,0.107107,0.065065,0.556151,0.910284,0.970076,0.785354,0.748572,111
RF01213,mafft,0.713596,0.226066,0.060338,0.253034,0.917705,0.883103,0.669643,0.605792,113
RF01214,mafft,0.726203,0.153476,0.120321,0.423904,0.783819,0.922848,0.792768,0.629211,110
RF01215,mafft,0.743363,0.204804,0.051833,0.358976,0.597025,0.919297,0.678571,0.623262,113
RF01219,mafft,0.767677,0.179982,0.052342,0.369149,0.745426,0.944243,0.737963,0.653811,121
RF01220,mafft,0.749,0.187,0.064,0.362829,0.849632,0.891385,0.678427,0.624857,125
RF01224,mafft,0.742317,0.165485,0.092199,0.44804,0.759585,0.928077,0.709524,0.642435,141
RF01225,mafft,0.7494,0.168825,0.081775,0.300195,0.549134,0.936516,0.688406,0.647697,139
RF01226,mafft,0.846311,0.107582,0.046107,0.668471,1.0,0.935988,0.783058,0.776932,122
RF01228,mafft,0.724265,0.205882,0.069853,0.352015,0.834579,0.850394,0.696296,0.595098,136
RF01229,mafft,0.782986,0.145337,0.071677,0.388334,0.471815,0.931998,0.714286,0.693857,144
RF01230,mafft,0.766434,0.141259,0.092308,0.570585,0.858102,0.946716,0.764789,0.651049,143
RF01231,mafft,0.747045,0.192277,0.060678,0.344169,0.686455,0.924881,0.694444,0.622143,141
RF01233,mafft,0.796631,0.092257,0.111111,0.55442,0.747302,0.96046,0.804403,0.72372,153
RF01235,mafft,0.955396,0.028777,0.015827,0.908719,0.0,0.989779,0.918841,0.929496,139
RF01238,mafft,0.846004,0.112411,0.041585,0.620901,0.902778,0.967794,0.796078,0.767381,171
RF01240,mafft,0.865574,0.114754,0.019672,0.666762,1.0,0.969618,0.794505,0.784153,183
RF01241,mafft,0.80293,0.086813,0.110256,0.558528,0.885152,0.948633,0.797865,0.713309,195
RF01242,mafft,0.687383,0.173364,0.139252,0.347117,0.832738,0.895863,0.742254,0.573001,214
RF01245,mafft,0.937566,0.049735,0.012698,0.845054,0.0,0.990421,0.903191,0.896825,189
RF01248,mafft,0.605055,0.14636,0.248585,0.465106,0.882105,0.892497,0.778788,0.492569,241
RF01249,mafft,0.838835,0.099515,0.06165,0.606306,0.964392,0.95772,0.834634,0.749407,206
RF01250,mafft,0.914975,0.062183,0.022843,0.822484,0.859117,0.959081,0.860969,0.85956,197
RF01251,mafft,0.903553,0.067259,0.029188,0.795987,1.0,0.96916,0.877551,0.825719,197
RF01253,mafft,0.81106,0.109063,0.079877,0.636655,0.847494,0.937274,0.806327,0.711828,217
RF01254,mafft,0.895161,0.050691,0.054147,0.852786,0.912201,0.975904,0.909722,0.827189,217
RF01256,mafft,0.633061,0.209592,0.157347,0.193888,0.826674,0.8658,0.723156,0.518582,245
RF01257,mafft,0.777376,0.137913,0.084711,0.513762,0.800757,0.939528,0.793568,0.667798,242
RF01258,mafft,0.707925,0.155944,0.136131,0.411873,0.782053,0.926242,0.747135,0.616617,286
RF01260,mafft,0.775842,0.11324,0.110918,0.603014,0.926804,0.946426,0.822844,0.64878,287
RF01262,mafft,0.889488,0.082884,0.027628,0.702569,0.955661,0.989044,0.855789,0.808625,212
RF01263,mafft,0.71446,0.194326,0.091214,0.338059,0.787597,0.936705,0.708295,0.60299,298
RF01264,mafft,0.87678,0.073684,0.049536,0.76979,0.900344,0.978628,0.854658,0.804954,323
RF01265,mafft,0.887395,0.087955,0.02465,0.725863,0.944625,0.981235,0.825281,0.814006,357
RF01270,mafft,0.80972,0.109281,0.080999,0.634926,0.890982,0.932505,0.786029,0.70994,607
RF01271,mafft,0.940909,0.051299,0.007792,0.839638,0.833333,0.993238,0.897236,0.897727,616
RF01273,mafft,0.945455,0.040909,0.013636,0.87393,0.0,0.963983,0.898148,0.909091,55
RF01274,mafft,0.822014,0.117096,0.06089,0.640864,0.946059,0.943574,0.809524,0.746292,61
RF01277,mafft,0.801811,0.140342,0.057847,0.395222,0.619361,0.954336,0.755612,0.714137,71
RF01278,mafft,0.84749,0.069498,0.083012,0.761741,1.0,0.956468,0.835616,0.785714,74
RF01279,mafft,0.680758,0.157434,0.161808,0.469587,0.851488,0.906876,0.748159,0.555394,98
RF01280,mafft,0.822981,0.122671,0.054348,0.52901,0.857011,0.960351,0.811617,0.729814,92
RF01281,mafft,0.781893,0.208848,0.009259,0.34578,1.0,0.905427,0.675,0.690236,81
RF01283,mafft,0.726316,0.174737,0.098947,0.502685,0.869072,0.897883,0.719149,0.595789,95
RF01284,mafft,0.779762,0.136905,0.083333,0.520411,0.880751,0.924847,0.741353,0.66121,96
RF01285,mafft,0.718085,0.182624,0.099291,0.435532,0.771844,0.862175,0.724014,0.595745,94
RF01287,mafft,0.747573,0.161812,0.090615,0.491522,0.752363,0.878822,0.70098,0.620712,103
RF01290,mafft,0.690965,0.167683,0.141353,0.317889,0.764794,0.918987,0.709983,0.577341,164
RF01291,mafft,0.672864,0.071608,0.255528,0.64952,0.924904,0.967507,0.85404,0.598863,199
RF01294,mafft,0.743606,0.124587,0.131807,0.498127,0.864714,0.937354,0.763245,0.644032,303
RF01295,mafft,0.705702,0.084466,0.209832,0.62341,0.879972,0.946726,0.817174,0.621949,417
RF01296,mafft,0.673993,0.183276,0.142731,0.282549,0.861165,0.953617,0.73227,0.539636,377
RF01299,mafft,0.717222,0.136074,0.146704,0.442655,0.802917,0.929769,0.77977,0.624646,83
RF01300,mafft,0.786486,0.091892,0.121622,0.745976,0.961237,0.931932,0.832877,0.691892,74
RF01302,mafft,0.748148,0.144781,0.107071,0.480298,0.670565,0.941134,0.754422,0.670034,99
RF01304,mafft,0.487603,0.119835,0.392562,0.441432,0.915053,0.775162,0.785789,0.298554,88
RF01305,mafft,0.840909,0.154545,0.004545,0.575594,0.0,0.90366,0.884259,0.736364,55
RF01308,mafft,0.903571,0.082143,0.014286,0.760083,0.0,0.965571,0.858182,0.853571,56
RF01309,mafft,0.927273,0.072727,0.0,0.800178,0.0,0.967284,0.875,0.875758,55
RF01310,mafft,0.786667,0.173333,0.04,0.466801,1.0,0.947237,0.79322,0.66,60
RF01314,mafft,0.96875,0.028409,0.002841,0.914884,0.0,0.994614,0.945402,0.941288,88
RF01317,mafft,0.898438,0.101562,0.0,0.551793,0.0,0.981157,0.835648,0.832085,28
RF01318,mafft,0.849099,0.150901,0.0,0.510718,0.0,0.942857,0.810185,0.779689,37
RF01319,mafft,0.952381,0.047619,0.0,0.830342,0.0,1.0,0.916256,0.919048,30
RF01320,mafft,0.837838,0.162162,0.0,0.502445,0.0,0.911765,0.794444,0.769369,37
RF01322,mafft,0.853282,0.146718,0.0,0.549083,0.0,0.927536,0.793651,0.777349,37
RF01323,mafft,0.816216,0.183784,0.0,0.484191,0.0,0.957746,0.755556,0.710811,37
RF01326,mafft,0.958333,0.041667,0.0,0.885539,0.0,0.982477,0.939655,0.927778,30
RF01327,mafft,0.937931,0.062069,0.0,0.808568,0.0,1.0,0.878571,0.889655,29
RF01331,mafft,0.837838,0.162162,0.0,0.675676,0.0,0.806452,0.833333,0.805405,37
RF01332,mafft,0.858108,0.135135,0.006757,0.622306,0.0,0.878788,0.784722,0.765766,37
RF01335,mafft,0.858025,0.141975,0.0,0.598086,0.0,0.969799,0.803175,0.795525,36
RF01338,mafft,0.96,0.04,0.0,0.874531,0.0,1.0,0.916667,0.928,25
RF01344,mafft,0.944444,0.055556,0.0,0.80149,0.0,1.0,0.885714,0.891667,36
RF01348,mafft,0.897143,0.102857,0.0,0.673423,0.0,1.0,0.829412,0.817143,35
RF01355,mafft,0.96,0.04,0.0,0.895098,0.0,0.979592,0.927083,0.933333,25
RF01379,mafft,0.959459,0.033784,0.006757,0.907194,0.0,0.986301,0.923611,0.927928,37
RF01380,mafft,0.9599,0.0401,0.0,0.837983,0.0,1.0,0.952381,0.932832,19
RF01382,mafft,0.953125,0.046875,0.0,0.799363,0.0,1.0,0.930921,0.918333,20
RF01383,mafft,0.86152,0.030637,0.107843,0.866397,0.901883,0.95412,0.898515,0.781162,102
RF01384,mafft,0.978022,0.021978,0.0,0.93552,0.0,0.994843,0.983333,0.959707,91
RF01385,mafft,0.904651,0.076744,0.018605,0.730344,1.0,0.985646,0.878125,0.840827,129
RF01387,mafft,0.936484,0.055386,0.00813,0.793953,1.0,0.992495,0.89293,0.896612,123
RF01390,mafft,0.903158,0.077895,0.018947,0.729384,1.0,0.993198,0.909155,0.82386,285
RF01392,mafft,0.820192,0.127244,0.052564,0.605199,0.9375,0.930139,0.846278,0.760057,104
RF01393,mafft,0.832911,0.116456,0.050633,0.645276,1.0,0.982037,0.851282,0.711392,79
RF01395,mafft,0.906073,0.074859,0.019068,0.762351,1.0,0.991895,0.880312,0.827684,354
RF01396,mafft,0.720997,0.25817,0.020833,0.084988,0.963614,0.907187,0.678733,0.591299,144
RF01397,mafft,0.904762,0.073071,0.022167,0.723817,1.0,0.993683,0.908416,0.82069,203
RF01398,mafft,0.982625,0.017375,0.0,0.937704,0.0,1.0,0.965015,0.968468,148
RF01399,mafft,0.985597,0.013374,0.001029,0.950194,0.0,1.0,0.971014,0.972016,162
RF01400,mafft,0.889366,0.090226,0.020408,0.696568,0.0,0.98034,0.843074,0.824561,133
RF01403,mafft,0.994872,0.005128,0.0,0.979999,0.0,1.0,0.989583,0.989744,65
RF01405,mafft,0.940685,0.04104,0.018275,0.840373,0.934643,0.992551,0.903684,0.918638,126
RF01406,mafft,0.991667,0.007018,0.001316,0.977571,0.0,1.0,0.985035,0.986216,285
RF01407,mafft,0.951894,0.022348,0.025758,0.890736,0.78371,0.989878,0.947489,0.926997,220
RF01408,mafft,0.804671,0.095541,0.099788,0.677345,0.817233,0.919023,0.785256,0.703185,157
RF01410,mafft,0.771093,0.141599,0.087307,0.358023,0.854441,0.965156,0.766036,0.667776,94
RF01411,mafft,0.717091,0.162909,0.12,0.43712,0.856843,0.964378,0.79912,0.597091,125
RF01412,mafft,0.616178,0.223127,0.160695,0.308474,0.892801,0.788312,0.668301,0.450163,307
RF01413,mafft,0.696615,0.250868,0.052517,0.136798,0.74306,0.901252,0.640405,0.591538,72
RF01415,mafft,0.831454,0.12594,0.042607,0.521365,0.895379,0.96025,0.789841,0.751817,76
RF01417,mafft,0.929795,0.061216,0.00899,0.753785,1.0,0.996197,0.896048,0.874022,292
RF01419,mafft,0.603257,0.194863,0.20188,0.213161,0.828147,0.842034,0.651951,0.526437,232
RF01420,mafft,0.721008,0.144538,0.134454,0.515132,0.906873,0.911723,0.779661,0.585714,119
RF01421,mafft,0.657609,0.19398,0.148411,0.278464,0.642021,0.867629,0.643732,0.55564,104
RF01422,mafft,0.780645,0.148387,0.070968,0.53625,0.788299,0.928199,0.73913,0.665591,93
RF01423,mafft,0.735955,0.151685,0.11236,0.469446,0.833281,0.88912,0.736742,0.611236,89
RF01424,mafft,0.721939,0.16199,0.116071,0.493142,0.89377,0.859039,0.757732,0.608601,98
RF01426,mafft,0.725446,0.162946,0.111607,0.554082,0.927379,0.839726,0.736486,0.58631,112
RF01428,mafft,0.728713,0.134653,0.136634,0.573815,0.878547,0.903041,0.754,0.591089,101
RF01430,mafft,0.760256,0.176923,0.062821,0.487363,0.836644,0.933895,0.714839,0.630769,156
RF01433,mafft,0.795455,0.150974,0.053571,0.587667,0.909432,0.875921,0.776144,0.681818,154
RF01452,mafft,0.870833,0.102083,0.027083,0.736461,1.0,0.975162,0.836649,0.802604,192
RF01455,mafft,0.906977,0.086291,0.006732,0.611281,0.947864,1.0,0.871827,0.836529,86
RF01456,mafft,0.896841,0.078659,0.0245,0.703967,1.0,0.996746,0.887013,0.824758,141
RF01457,mafft,0.981982,0.013514,0.004505,0.964414,0.0,0.987745,0.963636,0.972973,111
RF01458,mafft,0.854227,0.145773,0.0,0.608961,0.0,0.985607,0.783505,0.78863,98
RF01459,mafft,0.892222,0.097778,0.01,0.721419,0.0,0.950377,0.840402,0.815556,225
RF01461,mafft,0.968354,0.031646,0.0,0.890837,0.0,0.994046,0.953291,0.943038,158
RF01462,mafft,0.956383,0.03617,0.007447,0.893167,1.0,1.0,0.934759,0.925,188
RF01464,mafft,0.967778,0.028889,0.003333,0.912331,0.0,0.991771,0.939732,0.941481,225
RF01466,mafft,0.933333,0.066667,0.0,0.76226,0.0,0.994373,0.918072,0.870238,84
RF01467,mafft,0.972222,0.027778,0.0,0.910418,0.0,1.0,0.953815,0.951587,84
RF01470,mafft,0.681988,0.213975,0.104037,0.16331,0.860349,0.91949,0.698125,0.538411,161
RF01471,mafft,0.782667,0.172,0.045333,0.555997,0.975309,0.867895,0.76738,0.657778,375
RF01472,mafft,0.919508,0.075758,0.004735,0.781513,1.0,0.964354,0.861217,0.859848,264
RF01476,mafft,0.830769,0.128507,0.040724,0.628235,0.966293,0.963226,0.8,0.728507,221
RF01477,mafft,0.961765,0.034314,0.003922,0.895232,0.0,0.992733,0.942913,0.929412,255
RF01478,mafft,0.977908,0.013862,0.00823,0.947643,1.0,0.99555,0.958333,0.9641,513
RF01480,mafft,0.955326,0.027491,0.017182,0.904586,0.0,0.990028,0.920139,0.928522,97
RF01481,mafft,0.966857,0.025143,0.008,0.933564,0.329124,0.997365,0.944828,0.948,175
RF01482,mafft,0.749309,0.213825,0.036866,0.26937,0.7996,0.945716,0.74026,0.603994,155
RF01484,mafft,0.98011,0.01989,0.0,0.933432,0.0,1.0,0.962222,0.962431,181
RF01485,mafft,0.997642,0.002358,0.0,0.992346,0.0,1.0,0.995238,0.995283,106
RF01488,mafft,0.949693,0.050307,0.0,0.873535,0.0,1.0,0.908642,0.922699,163
RF01489,mafft,0.953052,0.042254,0.004695,0.835206,1.0,1.0,0.947619,0.906103,71
RF01491,mafft,0.973535,0.024575,0.00189,0.924161,0.0,0.996622,0.956439,0.954064,529
RF01492,mafft,0.580552,0.276591,0.142857,0.002753,0.818015,0.824818,0.608764,0.458723,214
RF01494,mafft,0.975008,0.018913,0.006079,0.942074,1.0,0.995928,0.95122,0.962766,329
RF01495,mafft,0.815217,0.108696,0.076087,0.617935,1.0,0.963551,0.857031,0.732476,161
RF01496,mafft,0.604499,0.20463,0.190871,0.212945,0.787288,0.88762,0.709649,0.493727,241
RF01500,mafft,0.669913,0.248918,0.081169,0.216014,0.884848,0.792687,0.680828,0.509091,154
RF01502,mafft,0.288109,0.140299,0.571592,0.165221,0.894006,0.631091,0.803587,0.165186,804
RF01504,mafft,0.636937,0.201802,0.161261,0.346738,0.920155,0.81579,0.706522,0.487928,185
RF01506,mafft,0.748235,0.216471,0.035294,0.321164,0.824284,0.879705,0.683333,0.644183,85
RF01509,mafft,0.8,0.148421,0.051579,0.442822,0.855078,0.938075,0.735106,0.691462,95
RF01510,mafft,0.827206,0.121324,0.051471,0.644571,1.0,0.902882,0.764925,0.715686,68
RF01512,mafft,0.591084,0.158554,0.250361,0.379607,0.900634,0.863758,0.752174,0.452691,415
RF01513,mafft,0.826531,0.146939,0.026531,0.572562,0.704124,0.932789,0.748454,0.732653,98
RF01515,mafft,0.820561,0.166355,0.013084,0.525984,0.0,0.935449,0.771698,0.724299,107
RF01518,mafft,0.608696,0.249894,0.14141,0.017707,0.872576,0.863662,0.622762,0.4712,103
RF01522,mafft,0.875,0.104167,0.020833,0.724979,1.0,0.911216,0.806338,0.800926,72
RF01524,mafft,0.838961,0.114286,0.046753,0.677007,1.0,0.956757,0.742105,0.753247,77
RF01525,mafft,0.800725,0.177536,0.021739,0.573564,1.0,0.887425,0.757353,0.693237,69
RF01531,mafft,0.859848,0.109848,0.030303,0.710412,1.0,0.92531,0.823077,0.772727,66
RF01536,mafft,0.735238,0.20381,0.060952,0.398598,1.0,0.905577,0.694981,0.621587,75
RF01537,mafft,0.804305,0.164384,0.031311,0.475311,0.0,0.94851,0.688492,0.700587,73
RF01538,mafft,0.84589,0.143836,0.010274,0.588536,0.0,0.924459,0.788194,0.737443,73
RF01540,mafft,0.828205,0.15641,0.015385,0.532807,0.2,0.914695,0.731771,0.734359,65
RF01543,mafft,0.782857,0.174286,0.042857,0.525719,0.852062,0.93961,0.675362,0.675714,70
RF01547,mafft,0.820896,0.137313,0.041791,0.638672,0.802749,0.950157,0.748485,0.738806,67
RF01549,mafft,0.728571,0.169048,0.102381,0.460387,1.0,0.862041,0.681159,0.599048,70
RF01550,mafft,0.861678,0.138322,0.0,0.561666,0.0,0.970121,0.813364,0.783069,63
RF01554,mafft,0.871429,0.089286,0.039286,0.755754,0.859117,0.920523,0.800725,0.8,70
RF01558,mafft,0.849315,0.134247,0.016438,0.649196,1.0,0.966186,0.772222,0.775342,73
RF01560,mafft,0.850575,0.08908,0.060345,0.747351,0.929558,0.928098,0.84593,0.754789,87
RF01566,mafft,0.820988,0.12963,0.049383,0.629992,1.0,0.930894,0.83125,0.697531,81
RF01587,mafft,0.863636,0.081169,0.055195,0.792006,0.888889,0.947224,0.878289,0.796537,77
RF01588,mafft,0.877315,0.085648,0.037037,0.751604,0.904762,0.931491,0.848131,0.799383,108
RF01590,mafft,0.886194,0.063433,0.050373,0.794153,1.0,0.979553,0.889098,0.798507,134
RF01591,mafft,0.854478,0.104478,0.041045,0.677988,0.897436,0.949194,0.834586,0.738806,134
RF01592,mafft,0.88642,0.081481,0.032099,0.743701,1.0,0.983476,0.87,0.807407,81
RF01595,mafft,0.841346,0.115385,0.043269,0.692496,1.0,0.897729,0.800971,0.74359,104
RF01599,mafft,0.818182,0.105114,0.076705,0.693581,0.891068,0.895979,0.804598,0.706439,88
RF01600,mafft,0.933099,0.042254,0.024648,0.862883,1.0,0.993313,0.903571,0.873239,71
RF01607,mafft,0.861111,0.112963,0.025926,0.663858,0.777778,0.949134,0.852612,0.759259,135
RF01608,mafft,0.79698,0.149329,0.053691,0.536369,0.869954,0.89714,0.793919,0.668904,149
RF01609,mafft,0.82906,0.134615,0.036325,0.624022,1.0,0.910468,0.782328,0.710826,117
RF01620,mafft,0.856383,0.10461,0.039007,0.707261,0.785043,0.914759,0.841071,0.767139,141
RF01625,mafft,0.94382,0.042135,0.014045,0.867858,0.788675,0.978407,0.920455,0.897004,89
RF01626,mafft,0.934932,0.058219,0.006849,0.845185,0.0,0.973064,0.885417,0.888128,73
RF01627,mafft,0.91194,0.062687,0.025373,0.790869,0.25,0.982002,0.864662,0.854478,134
RF01630,mafft,0.873016,0.093254,0.03373,0.739923,0.894338,0.932902,0.848,0.794974,126
RF01633,mafft,0.918605,0.077519,0.003876,0.78812,0.0,0.957912,0.882812,0.861757,129
RF01635,mafft,0.856589,0.125969,0.017442,0.664798,0.859117,0.92664,0.853516,0.763566,129
RF01638,mafft,0.928,0.0608,0.0112,0.821473,1.0,0.979685,0.908065,0.8864,125
RF01647,mafft,0.934211,0.039474,0.026316,0.885803,1.0,0.964205,0.936667,0.890351,76
RF01651,mafft,0.941589,0.046729,0.011682,0.878596,0.57735,0.972766,0.938679,0.901869,107
RF01655,mafft,0.810526,0.136842,0.052632,0.597871,1.0,0.968084,0.822727,0.691729,133
RF01656,mafft,0.559748,0.13643,0.303822,0.409865,0.904045,0.899523,0.808666,0.412837,159
RF01661,mafft,0.812044,0.111314,0.076642,0.66833,0.921569,0.926621,0.836397,0.689781,137
RF01662,mafft,0.88141,0.092949,0.025641,0.762821,1.0,0.902684,0.886364,0.814103,78
RF01663,mafft,0.901119,0.087687,0.011194,0.746981,0.333333,0.95965,0.842105,0.827114,134
RF01664,mafft,0.916016,0.080078,0.003906,0.801815,0.0,0.929253,0.852362,0.873698,128
RF01668,mafft,0.804795,0.183219,0.011986,0.40472,0.0,0.888956,0.675347,0.704012,73
RF01669,mafft,0.820205,0.172945,0.006849,0.509316,0.0,0.890916,0.810345,0.692922,146
RF01671,mafft,0.85,0.15,0.0,0.581353,0.0,0.92297,0.761194,0.745679,135
RF01672,mafft,0.995859,0.004141,0.0,0.98285,0.0,1.0,0.991658,0.991718,138
RF01673,mafft,0.700102,0.220264,0.079634,0.21333,0.856764,0.882887,0.682777,0.576528,227
RF01674,mafft,0.885101,0.082071,0.032828,0.769781,0.929558,0.952008,0.847716,0.813973,198
RF01684,mafft,0.782715,0.139379,0.077906,0.484364,0.518644,0.941503,0.702444,0.711784,62
RF01688,mafft,0.576813,0.232182,0.191004,0.005684,0.752485,0.916621,0.729838,0.500592,82
RF01690,mafft,0.661024,0.24239,0.096586,0.099893,0.709112,0.88792,0.606056,0.553128,74
RF01691,mafft,0.57478,0.222874,0.202346,0.205026,0.820303,0.873989,0.692275,0.483284,77
RF01692,mafft,0.53316,0.253333,0.213506,0.041832,0.76766,0.817637,0.642683,0.410237,165
RF01693,mafft,0.71119,0.136667,0.152143,0.45438,0.777005,0.913242,0.737201,0.632991,210
RF01694,mafft,0.720996,0.165252,0.113752,0.40776,0.777679,0.903554,0.718249,0.623044,93
RF01696,mafft,0.795238,0.162857,0.041905,0.415425,0.921254,0.957415,0.722705,0.698231,70
RF01697,mafft,0.719545,0.165328,0.115127,0.346272,0.66917,0.912226,0.672764,0.609812,83
RF01699,mafft,0.507039,0.206739,0.286222,0.036427,0.605828,0.79898,0.60334,0.40182,236
RF01701,mafft,0.543441,0.253452,0.203108,-0.061326,0.739118,0.814315,0.749371,0.441938,85
RF01702,mafft,0.652706,0.220978,0.126316,0.186921,0.749404,0.876861,0.6423,0.548774,235
RF01703,mafft,0.845041,0.128099,0.02686,0.672132,0.737108,0.895811,0.792531,0.751377,242
RF01704,mafft,0.373408,0.161269,0.465324,0.117052,0.631502,0.731818,0.733015,0.308928,112
RF01706,mafft,0.434449,0.143606,0.421944,0.424316,0.888223,0.834849,0.771185,0.346051,134
RF01707,mafft,0.83734,0.149639,0.013021,0.436511,1.0,0.950333,0.770148,0.76677,39
RF01708,mafft,0.444561,0.147987,0.407452,0.407994,0.904673,0.866535,0.815718,0.354779,128
RF01709,mafft,0.674818,0.261707,0.063476,0.071222,0.337188,0.880714,0.659439,0.561741,62
RF01710,mafft,0.750916,0.223443,0.025641,0.327595,0.921031,0.896091,0.7,0.608791,91
RF01712,mafft,0.639083,0.23654,0.124377,0.073633,0.769396,0.877555,0.642283,0.530061,118
RF01713,mafft,0.733894,0.165266,0.10084,0.446568,0.708419,0.907482,0.745714,0.610644,51
RF01716,mafft,0.845128,0.111111,0.043761,0.636338,0.174756,0.967704,0.734615,0.795118,45
RF01717,mafft,0.461329,0.154512,0.384159,0.145346,0.552759,0.783459,0.627648,0.374456,155
RF01718,mafft,0.580078,0.287891,0.132031,-0.012689,0.743009,0.835923,0.623821,0.441094,160
RF01719,mafft,0.885526,0.080263,0.034211,0.699532,0.811111,0.979189,0.825741,0.829873,120
RF01721,mafft,0.728889,0.190667,0.080444,0.355305,0.566822,0.880865,0.659498,0.64115,125
RF01722,mafft,0.69697,0.232955,0.070076,0.336722,1.0,0.712806,0.625,0.594156,66
RF01723,mafft,0.779817,0.133333,0.08685,0.507107,0.748506,0.939518,0.758025,0.680035,109
RF01724,mafft,0.738426,0.188657,0.072917,0.363216,0.794703,0.915467,0.716959,0.63397,96
RF01725,mafft,0.210558,0.114906,0.674537,-0.159329,0.749548,0.673992,0.812211,0.150791,312
RF01726,mafft,0.476954,0.106761,0.416285,0.375757,0.854739,0.843481,0.808214,0.431338,104
RF01727,mafft,0.689103,0.24537,0.065527,0.176172,0.634606,0.832613,0.701525,0.617925,52
RF01728,mafft,0.415332,0.152885,0.431783,0.246547,0.906486,0.795065,0.755079,0.279254,270
RF01730,mafft,0.56378,0.12126,0.314961,0.426019,0.957607,0.928572,0.815079,0.435184,127
RF01731,mafft,0.3981,0.209751,0.392148,-0.031796,0.690148,0.65256,0.644178,0.279376,264
RF01732,mafft,0.603345,0.170678,0.225977,0.403264,0.891716,0.853443,0.723747,0.50095,189
RF01733,mafft,0.622863,0.153846,0.223291,0.459834,0.941108,0.858177,0.762931,0.478022,117
RF01734,mafft,0.264059,0.160319,0.575622,-0.036461,0.827813,0.801035,0.823774,0.215688,163
RF01736,mafft,0.701617,0.200882,0.097501,0.340677,0.651502,0.894429,0.680473,0.609342,157
RF01738,mafft,0.675113,0.279638,0.045249,0.122877,0.593114,0.857148,0.587316,0.564706,65
RF01740,mafft,0.699023,0.250305,0.050672,0.207677,0.090741,0.90025,0.638889,0.593407,91
RF01742,mafft,0.874181,0.102883,0.022936,0.670975,0.0,0.964198,0.806217,0.819337,109
RF01743,mafft,0.761079,0.174053,0.064868,0.504963,0.830569,0.929206,0.709302,0.658638,173
RF01745,mafft,0.49693,0.1259,0.37717,0.126934,0.734175,0.831942,0.735458,0.415735,309
RF01746,mafft,0.510406,0.317108,0.172487,-0.230708,0.810413,0.814664,0.630222,0.406822,126
RF01747,mafft,0.704973,0.239516,0.055511,0.184732,0.726646,0.955434,0.724317,0.626721,62
RF01748,mafft,0.403959,0.130132,0.465909,0.477384,0.926264,0.881676,0.823878,0.321554,88
RF01752,mafft,0.724379,0.132601,0.14302,0.508051,0.860164,0.947825,0.767168,0.655248,226
RF01753,mafft,0.817036,0.169492,0.013472,0.457991,0.0,0.952928,0.738285,0.753105,59
RF01754,mafft,0.442777,0.203331,0.353893,0.062248,0.644396,0.787931,0.614294,0.344559,226
RF01755,mafft,0.756387,0.192518,0.051095,0.357103,0.475532,0.900393,0.671415,0.664294,137
RF01758,mafft,0.75366,0.195479,0.050861,0.354272,0.662983,0.921739,0.696594,0.659517,229
RF01759,mafft,0.807749,0.113304,0.078947,0.594256,0.479329,0.940825,0.76,0.733144,76
RF01760,mafft,0.694974,0.17223,0.132795,0.263626,0.809035,0.898409,0.721369,0.588145,116
RF01762,mafft,0.781955,0.197995,0.02005,0.394823,0.679366,0.883853,0.691327,0.698863,57
RF01763,mafft,0.537159,0.21033,0.252511,0.137252,0.783405,0.825849,0.673926,0.454433,85
RF01766,mafft,0.731116,0.150104,0.11878,0.423948,0.836978,0.946008,0.762917,0.624314,481
RF01768,mafft,0.910138,0.089862,0.0,0.761252,0.0,0.992271,0.873536,0.8702,62
RF01769,mafft,0.784375,0.174687,0.040938,0.404761,0.565263,0.942569,0.721575,0.704036,128
RF01770,mafft,0.558539,0.167945,0.273515,0.237817,0.788518,0.859243,0.740418,0.469628,153
RF01772,mafft,0.598039,0.175,0.226961,0.342357,0.938378,0.846303,0.742222,0.476541,136
RF01773,mafft,0.80016,0.121503,0.078337,0.591576,0.910238,0.954606,0.79066,0.699241,139
RF01774,mafft,0.865025,0.051232,0.083744,0.792286,1.0,0.970307,0.859127,0.803612,145
RF01784,mafft,0.935714,0.063095,0.00119,0.784542,0.0,0.993119,0.908213,0.896537,70
RF01786,mafft,0.505387,0.265152,0.229461,0.042207,0.81521,0.813052,0.634387,0.415387,110
RF01790,mafft,0.886628,0.113372,0.0,0.707651,0.0,0.945686,0.875,0.844684,43
RF01791,mafft,0.786017,0.186441,0.027542,0.397708,0.0,0.905035,0.69181,0.702684,59
RF01794,mafft,0.420097,0.178217,0.401687,0.136211,0.808379,0.747524,0.729141,0.326304,271
RF01796,mafft,0.764205,0.13589,0.099905,0.529202,0.674094,0.921758,0.770038,0.68529,132
RF01802,mafft,0.743197,0.134354,0.122449,0.685302,0.979798,0.820215,0.82363,0.604308,147
