family,tool,Match,Mismatch,Gap,IC,GapAC,LFPR,FlipScore,MeanPairwiseID,AlignmentLength
RF02462,mafft,0.720507,0.169931,0.109562,0.551693,0.965085,0.814794,0.725219,0.565361,2170
RF02465,mafft,0.891358,0.108642,0.0,0.696409,0.0,0.977296,0.785354,0.846296,45
RF02469,mafft,0.782763,0.193034,0.024203,0.284986,0.538462,0.936981,0.727976,0.6726,121
RF02510,mafft,0.723913,0.276087,0.0,0.11482,0.0,0.87387,0.607378,0.63,100
RF02516,mafft,0.530711,0.204049,0.26524,0.104241,0.893168,0.839828,0.75162,0.417689,161
RF02519,mafft,0.929412,0.070588,0.0,0.777308,0.0,1.0,0.872727,0.876471,34
RF02526,mafft,0.793236,0.097175,0.109589,0.619397,0.847459,0.962462,0.821552,0.728425,146
RF02530,mafft,0.921905,0.078095,0.0,0.76616,0.0,0.995583,0.846154,0.866667,105
RF02539,mafft,0.901099,0.054945,0.043956,0.85619,0.877485,0.926777,0.864815,0.862271,91
RF02540,mafft,0.534855,0.162937,0.302207,0.314465,0.855761,0.894344,0.74016,0.464082,4281
RF02543,mafft,0.281856,0.094874,0.623269,0.301901,0.903917,0.870479,0.855171,0.226075,9499
RF02551,mafft,0.847917,0.129167,0.022917,0.632522,0.0,0.915929,0.765823,0.770833,80
RF02569,mafft,0.861818,0.1,0.038182,0.700587,0.870791,0.967449,0.845872,0.781818,110
RF02597,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,32
RF02643,mafft,0.936782,0.045977,0.017241,0.852208,0.57735,0.986076,0.898256,0.883142,87
RF02652,mafft,0.993056,0.006944,0.0,0.978723,0.0,1.0,0.988811,0.988194,144
RF02687,mafft,0.665996,0.125199,0.208805,0.428987,0.884673,0.943375,0.781264,0.585925,346
RF02689,mafft,0.928617,0.067524,0.003859,0.797734,0.0,0.998535,0.891613,0.877814,311
RF02691,mafft,0.871111,0.11746,0.011429,0.674358,0.735702,0.982853,0.815689,0.807619,225
RF02694,mafft,0.961111,0.033889,0.005,0.8901,0.0,0.997448,0.924581,0.940617,180
RF02701,mafft,0.533016,0.196052,0.270933,0.30697,0.845498,0.807513,0.695055,0.398117,113
RF02746,mafft,0.863996,0.083308,0.052696,0.718625,0.953921,0.994414,0.86751,0.787593,938
RF02775,mafft,0.895,0.091667,0.013333,0.743495,0.806186,0.980998,0.847059,0.835,120
RF02783,mafft,0.863043,0.122826,0.01413,0.653813,1.0,0.992281,0.815301,0.77337,184
RF02806,mafft,0.829167,0.1625,0.008333,0.534599,0.0,0.875595,0.762712,0.719444,60
RF02822,mafft,0.910714,0.082589,0.006696,0.760256,0.0,0.968723,0.844595,0.84375,112
RF02837,mafft,0.625097,0.232712,0.142191,0.069465,0.72477,0.845722,0.653454,0.502595,99
RF02844,mafft,0.742647,0.202206,0.055147,0.408448,1.0,0.831494,0.679104,0.57598,68
RF02866,mafft,0.900602,0.078313,0.021084,0.765483,1.0,0.956839,0.890244,0.831325,83
RF02869,mafft,0.931818,0.045455,0.022727,0.867285,0.788675,0.963535,0.925287,0.892045,88
RF02895,mafft,0.826286,0.173714,0.0,0.48102,0.0,0.960541,0.729885,0.716,175
RF02897,mafft,0.901961,0.098039,0.0,0.702825,0.0,0.979677,0.86122,0.81634,255
RF02920,mafft,0.534348,0.132456,0.333196,0.586147,0.961279,0.909427,0.775848,0.428287,187
RF02922,mafft,0.81258,0.141849,0.045571,0.617962,1.0,0.963825,0.690708,0.764656,82
RF02929,mafft,0.815647,0.071887,0.112466,0.617695,0.347308,0.939645,0.78967,0.767194,57
RF02939,mafft,0.843972,0.120567,0.035461,0.606102,0.0,0.945108,0.76087,0.780142,47
RF02945,mafft,0.698251,0.0707,0.23105,0.795378,1.0,0.923597,0.808542,0.651379,98
RF02951,mafft,0.529554,0.12363,0.346815,0.365118,0.791104,0.916543,0.780345,0.447807,239
RF02952,mafft,0.768116,0.165951,0.065933,0.357276,0.595635,0.958247,0.675272,0.682492,81
RF02954,mafft,0.462805,0.177091,0.360104,0.229337,0.77139,0.832306,0.713445,0.378505,161
RF02958,mafft,0.382888,0.195104,0.422008,-0.088705,0.620853,0.745594,0.639465,0.308776,195
RF02960,mafft,0.507536,0.200439,0.292025,0.105984,0.682057,0.79801,0.641687,0.393613,235
RF02962,mafft,0.473489,0.183234,0.343277,0.123024,0.878611,0.851995,0.738445,0.37183,167
RF02968,mafft,0.233867,0.137751,0.628382,0.14709,0.745153,0.522468,0.744611,0.176064,189
RF02970,mafft,0.864314,0.118431,0.017255,0.614144,0.833333,0.976957,0.806299,0.788235,255
RF02977,mafft,0.503894,0.09377,0.402336,0.655914,0.86483,0.893962,0.785903,0.45663,67
RF02978,mafft,0.823765,0.123832,0.052403,0.586408,0.777778,0.938771,0.783693,0.76905,107
RF02983,mafft,0.828431,0.164216,0.007353,0.566016,0.0,0.873797,0.767327,0.720588,102
RF02986,mafft,0.270024,0.159373,0.570603,-0.131347,0.838947,0.748187,0.774656,0.190928,470
RF02998,mafft,0.606314,0.16458,0.229105,0.3049,0.777184,0.906619,0.717709,0.505128,194
RF03006,mafft,0.663082,0.197645,0.139273,0.268309,0.478043,0.860409,0.613944,0.569688,63
RF03013,mafft,0.334187,0.189665,0.476148,-0.155213,0.736719,0.759852,0.755656,0.256847,126
RF03019,mafft,0.222477,0.135277,0.642246,-0.049316,0.82402,0.693561,0.806304,0.150567,465
RF03027,mafft,0.634746,0.297881,0.067373,0.025691,0.64936,0.838497,0.591933,0.53758,80
RF03035,mafft,0.823188,0.147826,0.028986,0.544397,1.0,0.954293,0.747445,0.713768,138
RF03039,mafft,0.608141,0.225009,0.16685,0.125702,0.603285,0.866932,0.621333,0.504862,101
RF03043,mafft,0.799583,0.165417,0.035,0.455165,0.839097,0.970517,0.763866,0.711491,120
RF03050,mafft,0.662562,0.195402,0.142036,0.283554,0.853633,0.876554,0.680869,0.556486,58
RF03052,mafft,0.548011,0.257031,0.194958,-0.026558,0.624444,0.831474,0.622851,0.452031,105
RF03117,mafft,0.454902,0.254762,0.290336,0.044298,0.901997,0.751284,0.670083,0.305567,420
RF03127,mafft,0.486368,0.17551,0.338122,0.056283,0.593832,0.764644,0.690242,0.417263,114
RF03135,mafft,0.491701,0.180323,0.327976,0.130029,0.694895,0.826901,0.688336,0.394497,141
RF03141,mafft,0.635971,0.100233,0.263797,0.333917,0.549226,0.851574,0.768767,0.551727,47
RF03145,mafft,0.566432,0.142488,0.29108,0.511926,0.962392,0.911299,0.789399,0.455869,284
RF03146,mafft,0.614266,0.191993,0.193741,0.222379,0.807446,0.89536,0.687939,0.503073,205
RF03158,mafft,0.272406,0.093189,0.634405,-0.214774,0.718462,0.822285,0.829491,0.214265,135
RF03167,mafft,0.353834,0.192331,0.453834,-0.113166,0.899944,0.87527,0.735185,0.256088,163
RF03249,mafft,0.933333,0.054762,0.011905,0.820413,1.0,0.994373,0.918072,0.880952,84
RF03251,mafft,0.956098,0.007317,0.036585,0.972498,1.0,1.0,0.982716,0.913415,82
RF03255,mafft,0.80538,0.125,0.06962,0.592852,0.956568,0.932271,0.790064,0.698915,79
RF03296,mafft,0.864286,0.121429,0.014286,0.65852,1.0,0.921213,0.827338,0.775,140
RF03326,mafft,0.865424,0.080745,0.05383,0.738428,0.94714,0.950808,0.827731,0.796411,69
RF03368,mafft,0.8375,0.125,0.0375,0.617292,1.0,0.953711,0.831746,0.745313,64
RF03374,mafft,0.798611,0.170139,0.03125,0.531976,1.0,0.854775,0.735915,0.673611,72
RF03381,mafft,0.793249,0.177215,0.029536,0.504721,0.629057,0.904583,0.782051,0.708861,79
RF03392,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,84
RF03400,mafft,0.890625,0.074219,0.035156,0.784352,1.0,0.952889,0.880952,0.822917,64
RF03405,mafft,0.972826,0.008152,0.019022,0.973545,1.0,1.0,0.983516,0.945652,92
RF03442,mafft,0.923333,0.053333,0.023333,0.824464,0.704124,0.985373,0.884746,0.865,60
RF03445,mafft,0.90625,0.078125,0.015625,0.761948,0.333333,0.961649,0.873016,0.833333,64
RF03479,mafft,0.946185,0.007229,0.046586,0.966116,0.952592,1.0,0.979675,0.902926,83
RF03510,mafft,0.972561,0.021341,0.006098,0.930745,0.0,1.0,0.950617,0.945122,82
RF03531,mafft,0.726485,0.241337,0.032178,0.185404,0.724806,0.883846,0.654583,0.62778,101
RF03545,mafft,0.491554,0.334459,0.173986,-0.148127,0.835226,0.707309,0.590341,0.335586,111
RF03565,mafft,0.977124,0.011438,0.011438,0.959133,0.0,0.995416,0.957096,0.962745,102
RF03601,mafft,0.822848,0.104305,0.072848,0.710427,0.955511,0.893676,0.836667,0.713024,151
RF03602,mafft,0.854167,0.145833,0.0,0.652206,0.0,0.879389,0.79661,0.783333,60
RF03639,mafft,0.967857,0.032143,0.0,0.904586,0.0,0.993119,0.942029,0.940476,70
RF03662,mafft,0.866261,0.056231,0.077508,0.794406,1.0,0.981452,0.90937,0.779635,94
RF03687,mafft,0.815341,0.142045,0.042614,0.601102,0.859117,0.880537,0.718391,0.698864,88
RF03692,mafft,0.65,0.140278,0.209722,0.515003,0.900721,0.905734,0.772028,0.470139,144
RF03814,mafft,0.774684,0.2,0.025316,0.385441,0.0,0.93584,0.638462,0.631646,79
RF03842,mafft,0.991071,0.008929,0.0,0.974731,0.0,0.997247,0.982036,0.984127,168
RF03981,mafft,0.875188,0.079699,0.045113,0.710698,0.458367,0.968423,0.822188,0.8,95
RF03983,mafft,0.933036,0.040179,0.026786,0.845912,0.864952,0.982705,0.900901,0.887117,112
RF03995,mafft,0.919492,0.063559,0.016949,0.81511,1.0,0.95801,0.866379,0.858757,59
RF04061,mafft,0.750794,0.225397,0.02381,0.269717,0.494248,0.92547,0.638844,0.615873,90
RF04072,mafft,0.738479,0.208525,0.052995,0.26173,0.551755,0.895475,0.687354,0.622829,62
RF04088,mafft,0.696902,0.149205,0.153893,0.434975,0.89848,0.93187,0.745086,0.556364,223
RF04091,mafft,0.531776,0.14486,0.323364,0.422926,0.905954,0.863503,0.810377,0.426168,107
RF04100,mafft,0.932479,0.012821,0.054701,0.948982,0.942025,0.994728,0.942092,0.887037,90
RF04134,mafft,0.799603,0.151786,0.048611,0.456648,0.90523,0.929484,0.776,0.678855,126
RF04150,mafft,0.623324,0.11031,0.266366,0.610557,0.945419,0.939189,0.809379,0.516948,355
RF04154,mafft,0.952381,0.010989,0.03663,0.957844,1.0,1.0,0.975881,0.906593,78
RF04164,mafft,0.822917,0.131944,0.045139,0.522217,0.832132,0.937703,0.78972,0.718915,108
RF04184,mafft,0.952492,0.044393,0.003115,0.864551,0.0,0.997845,0.946009,0.920249,214
RF04190,mafft,0.214364,0.162698,0.622937,-0.142256,0.919385,0.795755,0.846697,0.138187,303
RF04191,mafft,0.643089,0.135105,0.221806,0.545172,0.944278,0.92579,0.764577,0.58074,334
RF04204,mafft,0.695238,0.161905,0.142857,0.442793,0.91909,0.881721,0.749398,0.525,84
RF04224,mafft,0.93609,0.058271,0.005639,0.797206,0.0,1.0,0.887619,0.887845,76
RF04244,mafft,0.698661,0.137277,0.164062,0.51704,0.856729,0.859866,0.756757,0.569196,112
RF04268,mafft,0.888235,0.101961,0.009804,0.70887,0.0,0.970933,0.803571,0.823529,85
RF04292,mafft,0.797015,0.154726,0.048259,0.462128,0.732107,0.959932,0.723485,0.709486,67
RF04293,mafft,0.983725,0.012658,0.003617,0.95568,0.0,1.0,0.970696,0.969861,79
RF04306,mafft,0.847291,0.152709,0.0,0.456739,0.0,0.973949,0.752506,0.780475,58
RF04310,mafft,0.710667,0.157333,0.132,0.43608,0.836663,0.924105,0.720603,0.611857,200
RF00030,clustal,0.28405,0.154972,0.560979,-0.118971,0.79909,0.641075,0.756063,0.16212,732
RF00052,clustal,0.790123,0.146091,0.063786,0.538183,1.0,0.923765,0.775,0.658436,81
RF00068,clustal,0.773737,0.161616,0.064646,0.509176,0.95,0.936882,0.740816,0.637374,99
RF00070,clustal,0.662366,0.124731,0.212903,0.590969,0.95732,0.832372,0.748913,0.541219,93
RF00071,clustal,0.704651,0.116279,0.17907,0.541074,0.698767,0.916423,0.760471,0.624225,86
RF00094,clustal,0.706576,0.169355,0.124069,0.4967,0.570218,0.898642,0.688694,0.625931,104
RF00101,clustal,0.859818,0.100709,0.039474,0.715409,0.692946,0.960606,0.829343,0.8222,152
RF00111,clustal,0.740642,0.144385,0.114973,0.405332,0.749251,0.925038,0.751754,0.639439,110
RF00113,clustal,0.76509,0.200692,0.034218,0.356596,0.730947,0.953959,0.674923,0.672434,153
RF00127,clustal,0.500095,0.210731,0.289174,-0.028355,0.606659,0.819222,0.668772,0.413525,135
RF00128,clustal,0.762312,0.154241,0.083447,0.446017,0.77759,0.927414,0.729962,0.669032,172
RF00138,clustal,0.841584,0.128713,0.029703,0.637108,0.93425,0.950761,0.814,0.749505,101
RF00156,clustal,0.768992,0.129922,0.101085,0.410343,0.561109,0.946177,0.735446,0.68127,150
RF00164,clustal,0.755319,0.159574,0.085106,0.496086,0.610811,0.902789,0.747712,0.710905,47
RF00170,clustal,0.71777,0.132404,0.149826,0.561296,0.823719,0.927961,0.77425,0.61324,82
RF00173,clustal,0.873077,0.111538,0.015385,0.703999,1.0,0.980994,0.8,0.8,52
RF00177,clustal,0.641239,0.16262,0.196141,0.277785,0.730813,0.920826,0.74424,0.572754,1905
RF00181,clustal,0.534669,0.145455,0.319877,0.32913,0.746505,0.893759,0.710309,0.437788,110
RF00184,clustal,0.976852,0.023148,0.0,0.93641,0.0,0.990832,0.95283,0.959877,54
RF00185,clustal,0.646537,0.21526,0.138203,0.213712,0.788108,0.822897,0.605614,0.523191,110
RF00191,clustal,0.82043,0.130869,0.048701,0.455969,0.860679,0.972194,0.751885,0.728971,154
RF00192,clustal,0.981818,0.018182,0.0,0.93437,0.0,1.0,0.962963,0.963636,55
RF00195,clustal,0.767601,0.143541,0.088859,0.506079,0.694547,0.915417,0.725207,0.679016,133
RF00204,clustal,0.76822,0.124253,0.107527,0.598949,0.69841,0.944363,0.777778,0.675627,93
RF00211,clustal,0.775266,0.164894,0.05984,0.428279,0.649916,0.908955,0.721774,0.661854,94
RF00218,clustal,0.935238,0.038095,0.026667,0.873314,0.903093,0.987025,0.919231,0.895238,105
RF00221,clustal,0.917969,0.0625,0.019531,0.805874,1.0,0.970301,0.880952,0.854167,64
RF00239,clustal,0.746317,0.139344,0.114339,0.312376,0.66923,0.915336,0.757776,0.651949,79
RF00240,clustal,0.829437,0.082251,0.088312,0.740348,0.880166,0.970205,0.853509,0.778602,77
RF00242,clustal,0.757593,0.141355,0.101051,0.519628,0.866706,0.898114,0.708726,0.660592,107
RF00246,clustal,0.682796,0.180963,0.136241,0.294737,0.815497,0.894375,0.724555,0.585822,93
RF00256,clustal,0.748945,0.161392,0.089662,0.370759,0.78008,0.910001,0.734585,0.657349,79
RF00260,clustal,0.79298,0.18636,0.02066,0.353945,0.842404,0.951145,0.737545,0.718854,179
RF00263,clustal,0.752438,0.178223,0.069339,0.312809,0.681813,0.921527,0.683033,0.650878,142
RF00266,clustal,0.794534,0.141194,0.064271,0.468502,0.633323,0.911031,0.717949,0.710769,76
RF00268,clustal,0.918987,0.04557,0.035443,0.842211,0.90625,0.994121,0.910256,0.851899,79
RF00285,clustal,0.940345,0.059655,0.0,0.842055,0.0,0.994843,0.888889,0.912088,91
RF00288,clustal,0.809813,0.101869,0.088318,0.515559,0.589031,0.958433,0.776887,0.73817,107
RF00289,clustal,0.888106,0.093114,0.018779,0.625604,0.587978,0.968972,0.838095,0.826199,71
RF00291,clustal,0.843537,0.103553,0.05291,0.663683,0.985643,0.965641,0.798326,0.766818,147
RF00293,clustal,0.888736,0.068681,0.042582,0.793383,0.591287,0.978095,0.840499,0.831044,104
RF00296,clustal,0.710999,0.150954,0.138047,0.439504,0.691353,0.888553,0.737528,0.620519,99
RF00302,clustal,0.787313,0.154051,0.058635,0.418736,0.792409,0.953993,0.754565,0.673282,134
RF00303,clustal,0.759923,0.117157,0.122919,0.561861,0.668063,0.92367,0.746615,0.667606,142
RF00304,clustal,0.745763,0.155932,0.098305,0.471774,0.475651,0.894383,0.680342,0.656869,118
RF00311,clustal,0.791349,0.115594,0.093057,0.620196,0.813226,0.943032,0.795238,0.701163,131
RF00313,clustal,0.990654,0.004673,0.004673,0.990654,0.0,0.995659,0.985849,0.984424,107
RF00339,clustal,0.858442,0.092208,0.049351,0.697586,0.374125,0.942059,0.781579,0.78759,77
RF00349,clustal,0.842424,0.076768,0.080808,0.740625,1.0,0.949628,0.834694,0.755556,99
RF00358,clustal,0.765533,0.143491,0.090976,0.524685,0.715663,0.922318,0.76699,0.67357,104
RF00360,clustal,0.776028,0.12336,0.100612,0.549798,0.847004,0.97418,0.825397,0.658136,127
RF00371,clustal,0.88587,0.070652,0.043478,0.766819,1.0,0.964503,0.881868,0.791667,92
RF00376,clustal,0.872569,0.126593,0.000838,0.512255,1.0,0.984061,0.787884,0.808901,84
RF00383,clustal,0.959322,0.040678,0.0,0.867875,0.0,0.996072,0.947009,0.927119,118
RF00389,clustal,0.944594,0.048967,0.006439,0.827714,0.673097,0.994128,0.914256,0.919101,159
RF00397,clustal,0.794636,0.131034,0.07433,0.46455,0.780969,0.956185,0.751543,0.701014,145
RF00425,clustal,0.810965,0.133466,0.055569,0.427962,0.502161,0.968953,0.738381,0.723872,139
RF00433,clustal,0.969298,0.024123,0.006579,0.927181,1.0,0.99082,0.94702,0.948684,152
RF00437,clustal,0.869065,0.063309,0.067626,0.784757,1.0,0.964891,0.844928,0.781295,139
RF00443,clustal,0.802951,0.086227,0.110822,0.597712,0.526605,0.94415,0.781469,0.733016,144
RF00445,clustal,0.539487,0.214359,0.246154,0.099009,0.836741,0.842569,0.708312,0.400855,150
RF00449,clustal,0.72023,0.126614,0.153156,0.54261,0.866271,0.930719,0.733225,0.62509,328
RF00456,clustal,0.443593,0.160408,0.395999,0.287105,0.79022,0.821519,0.746663,0.366598,119
RF00457,clustal,0.88401,0.036916,0.079074,0.825573,0.925822,0.973991,0.859337,0.837593,218
RF00460,clustal,0.707168,0.135198,0.157634,0.328539,0.652534,0.915582,0.749779,0.618513,88
RF00464,clustal,0.800322,0.173913,0.025765,0.428522,0.870373,0.950207,0.764674,0.732201,81
RF00470,clustal,0.776531,0.114933,0.108536,0.548972,0.74378,0.960114,0.807029,0.703582,298
RF00484,clustal,0.906798,0.046053,0.047149,0.866935,0.982168,0.967897,0.898455,0.844737,152
RF00510,clustal,0.845513,0.09667,0.057817,0.669578,0.833237,0.974224,0.815334,0.767387,94
RF00511,clustal,0.995968,0.004032,0.0,0.987352,0.0,1.0,0.991903,0.992742,248
RF00529,clustal,0.763514,0.216216,0.02027,0.322418,0.286942,0.89252,0.696023,0.681532,111
RF00554,clustal,0.806406,0.117063,0.076531,0.451607,0.913043,0.966926,0.770548,0.717046,147
RF00560,clustal,0.780087,0.112698,0.107216,0.473152,0.694235,0.954255,0.758054,0.706037,148
RF00561,clustal,0.853945,0.097814,0.048241,0.561693,0.54888,0.965934,0.794039,0.784648,134
RF00564,clustal,0.817394,0.114374,0.068233,0.458702,0.75137,0.97099,0.766329,0.722546,149
RF00576,clustal,0.863636,0.111111,0.025253,0.591342,0.300123,0.959971,0.824393,0.801768,88
RF00592,clustal,0.825564,0.103008,0.071429,0.537215,0.633841,0.96624,0.816171,0.743191,70
RF00606,clustal,0.759535,0.051067,0.189399,0.75084,0.70786,0.940658,0.823529,0.695782,91
RF00608,clustal,0.808924,0.154462,0.036613,0.420415,0.391937,0.947728,0.773333,0.727169,76
RF00609,clustal,0.737876,0.135033,0.12709,0.447333,0.594989,0.888984,0.727388,0.63796,92
RF00613,clustal,0.815625,0.136458,0.047917,0.444072,0.672643,0.954061,0.805245,0.730519,144
RF00623,clustal,0.752747,0.236264,0.010989,0.26046,0.0,0.918735,0.678374,0.656201,182
RF00652,clustal,0.772215,0.037547,0.190238,0.824259,0.940201,0.944317,0.887413,0.661608,94
RF00657,clustal,0.581158,0.220672,0.19817,0.166007,0.80554,0.881863,0.708333,0.501286,101
RF00658,clustal,0.86091,0.077126,0.061964,0.688541,0.877891,0.972228,0.830939,0.793639,74
RF00660,clustal,0.800047,0.055281,0.144672,0.720512,0.912668,0.980783,0.914055,0.697483,109
RF00667,clustal,0.574886,0.17793,0.247184,0.295782,0.719838,0.899931,0.79098,0.501649,90
RF00668,clustal,0.77027,0.140099,0.08963,0.445362,0.708792,0.957003,0.741683,0.684305,74
RF00676,clustal,0.905046,0.004883,0.090071,0.978084,0.959956,0.990619,0.983004,0.834509,97
RF00679,clustal,0.670552,0.292152,0.037296,0.057481,0.753836,0.822911,0.703689,0.580979,99
RF00690,clustal,0.574098,0.138531,0.287371,0.456609,0.914403,0.884642,0.776554,0.44606,194
RF00696,clustal,0.806641,0.125,0.068359,0.489068,0.941151,0.949285,0.80894,0.719153,80
RF00697,clustal,0.911765,0.030129,0.058106,0.871951,0.924784,0.988085,0.944808,0.851237,82
RF00702,clustal,0.625319,0.049107,0.325574,0.798007,0.931368,0.945958,0.925354,0.583451,112
RF00715,clustal,0.952381,0.031963,0.015656,0.864734,0.909341,1.0,0.941138,0.916243,73
RF00726,clustal,0.506464,0.197039,0.296497,0.123171,0.793811,0.851286,0.743266,0.401333,109
RF00727,clustal,0.738095,0.161741,0.100164,0.337151,0.766585,0.912632,0.77907,0.638509,87
RF00749,clustal,0.730603,0.19569,0.073707,0.372271,0.921598,0.919287,0.745526,0.659667,80
RF00754,clustal,0.601754,0.285965,0.112281,-0.103889,0.732796,0.853638,0.629211,0.47626,95
RF00756,clustal,0.951247,0.030612,0.018141,0.868922,0.973281,1.0,0.953917,0.910169,63
RF00779,clustal,0.580054,0.179104,0.240841,0.282227,0.88734,0.854825,0.712235,0.428494,134
RF00789,clustal,0.753982,0.126844,0.119174,0.498868,0.733146,0.947593,0.814286,0.658576,113
RF00796,clustal,0.77381,0.125,0.10119,0.615604,0.959748,0.889075,0.825301,0.625,84
RF00797,clustal,0.875,0.0625,0.0625,0.814919,1.0,0.933647,0.853333,0.785088,76
RF00806,clustal,0.889655,0.025287,0.085057,0.917539,0.972312,1.0,0.94186,0.794253,87
RF00808,clustal,0.784636,0.131687,0.083676,0.557152,0.878086,0.899486,0.766667,0.690329,81
RF00816,clustal,0.876437,0.037356,0.086207,0.875986,0.981624,0.97166,0.924419,0.775862,87
RF00829,clustal,0.923077,0.033989,0.042934,0.880604,0.912644,0.989824,0.931222,0.875671,86
RF00831,clustal,0.754455,0.116832,0.128713,0.608483,0.870242,0.936553,0.79,0.607921,101
RF00838,clustal,0.519831,0.231952,0.248217,0.014909,0.836616,0.799493,0.713996,0.406469,102
RF00849,clustal,0.886111,0.072222,0.041667,0.76446,1.0,0.98701,0.861972,0.795833,72
RF00854,clustal,0.892019,0.059859,0.048122,0.7931,0.833276,0.962085,0.879762,0.848485,71
RF00886,clustal,0.836285,0.08125,0.082465,0.646347,1.0,0.974424,0.804014,0.774952,192
RF00897,clustal,0.960861,0.035225,0.003914,0.883515,0.0,1.0,0.926587,0.932811,73
RF00900,clustal,0.891525,0.101695,0.00678,0.701851,1.0,0.972185,0.855172,0.822034,59
RF00906,clustal,0.77141,0.192358,0.036232,0.374669,0.925,0.940684,0.708029,0.672069,138
RF00917,clustal,0.933566,0.02535,0.041084,0.906848,0.963446,0.994614,0.950486,0.884615,88
RF00919,clustal,0.967033,0.00641,0.026557,0.97293,0.910333,1.0,0.976809,0.937025,78
RF00921,clustal,0.887407,0.071111,0.041481,0.749108,0.943573,0.975179,0.848348,0.824815,75
RF00939,clustal,0.941772,0.027848,0.03038,0.891166,0.968579,0.98794,0.925641,0.905847,79
RF00947,clustal,0.784188,0.14245,0.073362,0.488372,0.773627,0.915725,0.770563,0.703704,78
RF00950,clustal,0.725142,0.198153,0.076705,0.274041,0.822408,0.904879,0.73204,0.628504,88
RF00952,clustal,0.930263,0.031579,0.038158,0.871072,1.0,0.984024,0.924202,0.889474,95
RF00955,clustal,0.900862,0.099138,0.0,0.706093,0.0,0.960273,0.833333,0.821839,58
RF00962,clustal,0.955056,0.02809,0.016854,0.91584,1.0,0.984833,0.931818,0.925094,89
RF00981,clustal,0.954819,0.027108,0.018072,0.91203,1.0,0.994383,0.939024,0.915663,83
RF00996,clustal,0.906667,0.044444,0.048889,0.81945,1.0,0.987961,0.907658,0.832889,75
RF01002,clustal,0.982143,0.015306,0.002551,0.95033,0.0,1.0,0.966495,0.964286,98
RF01012,clustal,0.961039,0.019481,0.019481,0.908999,0.961507,1.0,0.962406,0.925503,77
RF01025,clustal,0.978916,0.018072,0.003012,0.941353,0.0,1.0,0.960366,0.957831,83
RF01042,clustal,0.947785,0.049051,0.003165,0.871839,0.0,0.977184,0.913462,0.925859,79
RF01043,clustal,0.691341,0.21648,0.092179,0.38379,0.837883,0.797532,0.678371,0.510242,179
RF01047,clustal,0.981123,0.018877,0.0,0.922147,0.0,1.0,0.962626,0.968579,61
RF01061,clustal,0.911255,0.08658,0.002165,0.654096,0.0,1.0,0.863089,0.844156,84
RF01071,clustal,0.589973,0.223822,0.186205,0.169451,0.825238,0.880021,0.693868,0.484529,743
RF01074,clustal,0.871951,0.103659,0.02439,0.697353,0.0,0.928176,0.80625,0.784553,41
RF01083,clustal,0.97619,0.02381,0.0,0.922735,0.0,1.0,0.9875,0.952381,21
RF01084,clustal,0.532164,0.166667,0.30117,0.451175,0.907166,0.859336,0.710758,0.39576,190
RF01087,clustal,0.923246,0.060307,0.016447,0.80175,0.0,0.969166,0.899558,0.874561,152
RF01089,clustal,0.697602,0.20438,0.098019,0.352354,0.818093,0.874203,0.694328,0.56691,137
RF01111,clustal,0.97619,0.02381,0.0,0.922735,0.0,1.0,0.95,0.952381,21
RF01126,clustal,0.793651,0.190476,0.015873,0.464603,0.0,0.924197,0.754717,0.719577,54
RF01130,clustal,0.826698,0.105386,0.067916,0.708295,1.0,0.945867,0.828571,0.747853,61
RF01157,clustal,0.954545,0.045455,0.0,0.860011,0.0,0.99272,0.92,0.921212,66
RF01161,clustal,0.820513,0.098718,0.080769,0.547424,0.627994,0.950096,0.787013,0.738866,78
RF01167,clustal,0.935897,0.048077,0.016026,0.845556,0.0,0.987719,0.886364,0.880342,78
RF01204,clustal,0.943137,0.033333,0.023529,0.898939,1.0,0.990706,0.89703,0.904902,102
RF01209,clustal,0.671625,0.153168,0.175207,0.442546,0.723186,0.88583,0.727222,0.575285,121
RF01216,clustal,0.942661,0.057339,0.0,0.834435,0.0,0.974092,0.914352,0.899083,109
RF01221,clustal,0.674026,0.167532,0.158442,0.452786,0.792662,0.850885,0.69281,0.511688,154
RF01237,clustal,0.685326,0.198913,0.115761,0.298865,0.849706,0.871749,0.69235,0.564372,184
RF01239,clustal,0.810688,0.123188,0.066123,0.579783,0.776657,0.94862,0.79235,0.705072,184
RF01244,clustal,0.844444,0.092929,0.062626,0.692148,0.964761,0.969278,0.848731,0.74798,198
RF01259,clustal,0.941667,0.040385,0.017949,0.868353,0.20228,0.980644,0.902831,0.907179,260
RF01266,clustal,0.737089,0.122653,0.140258,0.570441,0.737497,0.9175,0.784788,0.647049,213
RF01267,clustal,0.73252,0.139334,0.128146,0.505686,0.890115,0.935904,0.764016,0.624396,437
RF01268,clustal,0.65778,0.097438,0.244782,0.540278,0.871211,0.923419,0.780323,0.540128,527
RF01272,clustal,0.818515,0.144262,0.037223,0.550408,0.833841,0.969221,0.73861,0.698168,1037
RF01275,clustal,0.926554,0.053672,0.019774,0.830607,0.191228,0.968243,0.885057,0.890395,59
RF01288,clustal,0.755,0.186667,0.058333,0.435301,0.815738,0.891879,0.742424,0.636667,100
