family,tool,Filename,Match,Mismatch,Gap,IC,GapAC,LFPR,FlipScore,MeanPairwiseID,AlignmentLength,sp
RF03775,mafft,RF03775_mafft.fasta,0.945122,0.04878,0.006098,0.902439,0.0,0.954273,0.901235,0.890244,82,1.0
RF03783,mafft,RF03783_mafft.fasta,0.97191,0.02809,0.0,0.94382,0.0,0.973471,0.943182,0.94382,89,1.0
RF03784,mafft,RF03784_mafft.fasta,0.907216,0.076289,0.016495,0.763159,0.922474,0.995142,0.88125,0.836082,97,1.0
RF03793,mafft,RF03793_mafft.fasta,0.930493,0.002242,0.067265,0.995516,1.0,0.990405,0.990991,0.860987,223,0.9637305699481864
RF03800,mafft,RF03800_mafft.fasta,0.907407,0.092593,0.0,0.814815,0.0,0.925161,0.875,0.814815,81,1.0
RF03813,mafft,RF03813_mafft.fasta,0.992958,0.007042,0.0,0.985915,0.0,0.993313,0.985714,0.985915,71,1.0
RF03814,mafft,RF03814_mafft.fasta,0.774684,0.2,0.025316,0.385441,0.0,0.93584,0.638462,0.631646,79,0.979002624671916
RF03820,mafft,RF03820_mafft.fasta,0.825301,0.150602,0.024096,0.698795,1.0,0.839277,0.804878,0.650602,83,0.8227848101265823
RF03827,mafft,RF03827_mafft.fasta,0.876344,0.11828,0.005376,0.672835,0.0,0.992271,0.808743,0.758065,62,1.0
RF03830,mafft,RF03830_mafft.fasta,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,56,1.0
RF03831,mafft,RF03831_mafft.fasta,0.980843,0.019157,0.0,0.947224,0.0,1.0,0.96124,0.961686,87,1.0
RF03845,mafft,RF03845_mafft.fasta,0.94382,0.050562,0.005618,0.898876,0.0,0.948171,0.886364,0.88764,89,0.9886363636363636
RF03856,mafft,RF03856_mafft.fasta,0.993902,0.006098,0.0,0.987805,0.0,0.994244,0.987654,0.987805,82,1.0
RF03859,mafft,RF03859_mafft.fasta,0.992908,0.007092,0.0,0.980462,0.0,1.0,0.985663,0.985816,94,1.0
RF03878,mafft,RF03878_mafft.fasta,0.861446,0.138554,0.0,0.722892,0.0,0.856238,0.817073,0.722892,83,1.0
RF03886,mafft,RF03886_mafft.fasta,0.845588,0.139706,0.014706,0.720588,1.0,0.880701,0.865672,0.691176,68,0.7692307692307693
RF03894,mafft,RF03894_mafft.fasta,0.90625,0.0875,0.00625,0.825,0.0,0.907281,0.835443,0.8125,80,0.9873417721518988
RF03897,mafft,RF03897_mafft.fasta,0.946429,0.047619,0.005952,0.871849,0.0,0.982416,0.90303,0.904762,56,0.9759036144578314
RF03905,mafft,RF03905_mafft.fasta,0.919192,0.025253,0.055556,0.949495,1.0,0.950677,0.94898,0.838384,99,0.9772727272727272
RF03909,mafft,RF03909_mafft.fasta,0.859756,0.121951,0.018293,0.756098,1.0,0.872567,0.790123,0.719512,82,1.0
RF03912,mafft,RF03912_mafft.fasta,0.910959,0.089041,0.0,0.821918,0.0,0.918928,0.875,0.821918,73,1.0
RF03918,mafft,RF03918_mafft.fasta,0.915385,0.030769,0.053846,0.938462,1.0,0.927314,0.90625,0.830769,65,0.9482758620689656
RF03927,mafft,RF03927_mafft.fasta,0.765363,0.085661,0.148976,0.767354,1.0,0.964062,0.885768,0.582868,179,0.8939393939393939
RF03941,mafft,RF03941_mafft.fasta,0.932099,0.067901,0.0,0.864198,0.0,0.965388,0.9375,0.864198,81,1.0
RF03951,mafft,RF03951_mafft.fasta,0.992958,0.007042,0.0,0.985915,0.0,0.993431,0.985816,0.985915,142,1.0
RF03953,mafft,RF03953_mafft.fasta,0.878378,0.121622,0.0,0.756757,0.0,0.879044,0.815068,0.756757,74,1.0
RF03956,mafft,RF03956_mafft.fasta,0.888889,0.07619,0.034921,0.741643,1.0,0.984927,0.890323,0.8,63,1.0
RF03958,mafft,RF03958_mafft.fasta,0.907801,0.070922,0.021277,0.807295,1.0,0.982794,0.863799,0.829787,94,0.978021978021978
RF03959,mafft,RF03959_mafft.fasta,0.857143,0.135714,0.007143,0.728571,0.0,0.862697,0.797101,0.714286,70,0.8695652173913043
RF03984,mafft,RF03984_mafft.fasta,0.995536,0.004464,0.0,0.991071,0.0,0.995799,0.990991,0.991071,112,1.0
RF03987,mafft,RF03987_mafft.fasta,0.860577,0.129808,0.009615,0.740385,0.0,0.887458,0.859223,0.721154,104,0.7821782178217822
RF03990,mafft,RF03990_mafft.fasta,0.945205,0.054795,0.0,0.890411,0.0,0.950459,0.902778,0.890411,73,1.0
RF03995,mafft,RF03995_mafft.fasta,0.919492,0.063559,0.016949,0.81511,1.0,0.95801,0.866379,0.858757,59,0.97667638483965
RF04006,mafft,RF04006_mafft.fasta,0.975124,0.024876,0.0,0.93147,0.0,1.0,0.954545,0.950249,67,1.0
RF04012,mafft,RF04012_mafft.fasta,0.990566,0.009434,0.0,0.981132,0.0,0.991223,0.980952,0.981132,106,1.0
RF04021,mafft,RF04021_mafft.fasta,0.884615,0.115385,0.0,0.769231,0.0,0.883691,0.863636,0.769231,78,0.974025974025974
RF04024,mafft,RF04024_mafft.fasta,0.976744,0.017442,0.005814,0.965116,0.0,0.977266,0.952941,0.953488,86,1.0
RF04029,mafft,RF04029_mafft.fasta,0.970588,0.022549,0.006863,0.909492,1.0,1.0,0.953234,0.94902,68,1.0
RF04030,mafft,RF04030_mafft.fasta,0.988235,0.011765,0.0,0.976471,0.0,0.98867,0.97619,0.976471,85,1.0
RF04040,mafft,RF04040_mafft.fasta,0.97561,0.02439,0.0,0.95122,0.0,0.975633,0.95679,0.95122,82,1.0
RF04045,mafft,RF04045_mafft.fasta,0.83908,0.144828,0.016092,0.548792,0.0,0.96532,0.739535,0.731034,87,0.9694477085781432
RF04059,mafft,RF04059_mafft.fasta,0.835938,0.054688,0.109375,0.848704,1.0,0.985857,0.900262,0.723958,128,0.9686520376175548
RF04060,mafft,RF04060_mafft.fasta,0.884259,0.027778,0.087963,0.922341,1.0,0.965552,0.915493,0.796296,72,0.8907103825136612
RF04067,mafft,RF04067_mafft.fasta,0.842857,0.1,0.057143,0.729821,1.0,0.912433,0.927536,0.75,70,1.0
RF04071,mafft,RF04071_mafft.fasta,0.787879,0.132231,0.07989,0.639255,1.0,0.951281,0.775,0.61708,121,0.9233226837060704
RF04089,mafft,RF04089_mafft.fasta,0.912903,0.058065,0.029032,0.815642,0.903093,1.0,0.904918,0.845161,62,0.9657534246575342
RF04096,mafft,RF04096_mafft.fasta,0.878049,0.109756,0.012195,0.780488,0.0,0.927584,0.925926,0.756098,82,0.7215189873417721
RF04097,mafft,RF04097_mafft.fasta,0.90034,0.041152,0.058508,0.806928,0.966256,0.986066,0.895437,0.856032,243,0.9488340620445554
RF04100,mafft,RF04100_mafft.fasta,0.932479,0.012821,0.054701,0.948982,0.942025,0.994728,0.942092,0.887037,90,0.996387623684624
RF04101,mafft,RF04101_mafft.fasta,0.984848,0.015152,0.0,0.958259,0.0,1.0,0.975535,0.969697,110,1.0
RF04106,mafft,RF04106_mafft.fasta,0.972868,0.015504,0.011628,0.957289,0.0,0.994496,0.952941,0.949612,86,0.984189723320158
RF04111,mafft,RF04111_mafft.fasta,0.873832,0.116822,0.009346,0.766355,0.0,0.866068,0.816038,0.747664,107,1.0
RF04113,mafft,RF04113_mafft.fasta,0.824176,0.175824,0.0,0.648352,0.0,0.863729,0.861111,0.648352,91,0.8111111111111111
RF04126,mafft,RF04126_mafft.fasta,0.871308,0.128692,0.0,0.636226,0.0,0.943505,0.794872,0.8,79,1.0
RF04143,mafft,RF04143_mafft.fasta,0.934564,0.057047,0.008389,0.885906,0.0,0.937859,0.892256,0.869128,298,0.9795221843003412
RF04151,mafft,RF04151_mafft.fasta,0.786697,0.155963,0.057339,0.53543,1.0,0.894607,0.775463,0.631498,109,0.9637305699481864
RF04152,mafft,RF04152_mafft.fasta,0.877778,0.033333,0.088889,0.886217,1.0,0.990288,0.923596,0.777778,90,1.0
RF04156,mafft,RF04156_mafft.fasta,0.82365,0.140123,0.036227,0.612411,0.946059,0.956577,0.74794,0.745728,209,0.9472924187725632
RF04159,mafft,RF04159_mafft.fasta,0.864583,0.114583,0.020833,0.770833,1.0,0.887642,0.856021,0.729167,192,0.7228260869565217
RF04160,mafft,RF04160_mafft.fasta,0.920103,0.069588,0.010309,0.860825,1.0,0.92528,0.880829,0.840206,194,0.968421052631579
RF04169,mafft,RF04169_mafft.fasta,0.821036,0.017268,0.161695,0.921239,0.965713,0.969071,0.944444,0.708006,91,0.9957446808510638
RF04173,mafft,RF04173_mafft.fasta,0.929878,0.04878,0.021341,0.902439,1.0,0.940128,0.911043,0.859756,164,0.9808917197452228
RF04178,mafft,RF04178_mafft.fasta,0.887805,0.092683,0.019512,0.750041,1.0,0.977097,0.861111,0.793496,205,0.935483870967742
RF04179,mafft,RF04179_mafft.fasta,0.808167,0.128205,0.063628,0.604058,0.718014,0.929921,0.761494,0.726971,117,0.8358758548132562
RF04191,mafft,RF04191_mafft.fasta,0.643089,0.135105,0.221806,0.545172,0.944278,0.92579,0.764577,0.58074,334,0.9015177160911758
RF04209,mafft,RF04209_mafft.fasta,0.840824,0.08427,0.074906,0.831461,1.0,0.902807,0.87594,0.681648,267,0.7306122448979592
RF04215,mafft,RF04215_mafft.fasta,0.96,0.04,0.0,0.92,0.0,0.963362,0.932432,0.92,75,1.0
RF04219,mafft,RF04219_mafft.fasta,0.850377,0.149623,0.0,0.51602,0.0,0.954419,0.744213,0.800437,113,1.0
RF04221,mafft,RF04221_mafft.fasta,0.928066,0.071934,0.0,0.726701,0.0,0.987995,0.875328,0.892725,80,1.0
RF04225,mafft,RF04225_mafft.fasta,0.707237,0.176535,0.116228,0.418339,0.891284,0.874882,0.718543,0.552193,152,0.8011695906432749
RF04226,mafft,RF04226_mafft.fasta,0.847869,0.130625,0.021505,0.543252,0.0,0.994255,0.753226,0.77876,81,0.9984145641418144
RF04229,mafft,RF04229_mafft.fasta,0.915541,0.084459,0.0,0.778053,0.0,0.95432,0.859589,0.86036,74,1.0
RF04233,mafft,RF04233_mafft.fasta,0.960396,0.034653,0.00495,0.930693,0.0,0.961469,0.92,0.920792,101,0.99
RF04238,mafft,RF04238_mafft.fasta,0.952381,0.015873,0.031746,0.968254,1.0,0.958079,0.935484,0.904762,63,0.847457627118644
RF04246,mafft,RF04246_mafft.fasta,0.929705,0.018141,0.052154,0.950025,1.0,0.97806,0.940639,0.882086,147,0.9555555555555556
RF04257,mafft,RF04257_mafft.fasta,0.864469,0.062271,0.07326,0.824859,0.928571,0.976004,0.896296,0.758242,91,0.9915611814345991
RF04265,mafft,RF04265_mafft.fasta,0.829897,0.041237,0.128866,0.917526,1.0,0.913364,0.895833,0.659794,97,0.9861111111111112
RF04276,mafft,RF04276_mafft.fasta,0.773734,0.155063,0.071203,0.554061,0.986792,0.862781,0.756369,0.619198,158,0.8686605981794538
RF04285,mafft,RF04285_mafft.fasta,0.920253,0.020253,0.059494,0.933261,0.916667,0.978873,0.947436,0.881294,79,1.0
RF04288,mafft,RF04288_mafft.fasta,0.901606,0.058233,0.040161,0.808472,0.871013,0.96443,0.886179,0.835341,83,0.9818652849740932
RF04295,mafft,RF04295_mafft.fasta,0.770561,0.165794,0.063646,0.523898,0.894813,0.94952,0.711294,0.701624,83,0.95888488282256
RF04298,mafft,RF04298_mafft.fasta,0.746154,0.230769,0.023077,0.538462,0.0,0.687904,0.664062,0.492308,65,0.7258064516129032
RF04301,mafft,RF04301_mafft.fasta,0.842105,0.151316,0.006579,0.697368,0.0,0.854307,0.846667,0.684211,76,1.0
RF04310,mafft,RF04310_mafft.fasta,0.710667,0.157333,0.132,0.43608,0.836663,0.924105,0.720603,0.611857,200,0.7965102842616131
RF00009,clustal,RF00009_clustal.fasta,0.275551,0.14656,0.577889,-0.020843,0.771407,0.708821,0.767729,0.174712,743,0.4749533832880321
RF00024,clustal,RF00024_clustal.fasta,0.484727,0.173037,0.342236,0.125605,0.743732,0.830802,0.706106,0.3621,676,0.6640040233016219
RF00026,clustal,RF00026_clustal.fasta,0.405704,0.103871,0.490425,0.192254,0.681878,0.811675,0.774685,0.323419,210,0.7035253832901358
RF00027,clustal,RF00027_clustal.fasta,0.672905,0.204499,0.122596,0.152051,0.636589,0.914177,0.672917,0.563906,91,0.8375516339956232
RF00032,clustal,RF00032_clustal.fasta,0.514909,0.291636,0.193455,-0.199271,0.753741,0.791362,0.643333,0.389091,55,0.7014962980191495
RF00034,clustal,RF00034_clustal.fasta,0.714932,0.193924,0.091144,0.335678,0.795504,0.906501,0.659713,0.606443,119,0.6413188952427302
RF00044,clustal,RF00044_clustal.fasta,0.976667,0.008333,0.015,0.965285,1.0,0.99301,0.986555,0.963333,120,1.0
RF00045,clustal,RF00045_clustal.fasta,0.627984,0.139291,0.232725,0.400871,0.78305,0.84754,0.695357,0.523218,264,0.8628496739881614
RF00052,clustal,RF00052_clustal.fasta,0.790123,0.146091,0.063786,0.538183,1.0,0.923765,0.775,0.658436,81,0.8812615955473099
RF00053,clustal,RF00053_clustal.fasta,0.622787,0.202745,0.174467,0.091711,0.666521,0.870347,0.689318,0.521953,101,0.792196147543518
RF00062,clustal,RF00062_clustal.fasta,0.65,0.113636,0.236364,0.649602,0.973684,0.909235,0.793143,0.497727,176,0.7477102414654455
RF00070,clustal,RF00070_clustal.fasta,0.662366,0.124731,0.212903,0.590969,0.95732,0.832372,0.748913,0.541219,93,0.9128409846972722
RF00071,clustal,RF00071_clustal.fasta,0.704651,0.116279,0.17907,0.541074,0.698767,0.916423,0.760471,0.624225,86,0.871292450525287
RF00074,clustal,RF00074_clustal.fasta,0.554521,0.174012,0.271467,0.21635,0.619368,0.823136,0.69342,0.490706,94,0.8038311311490045
RF00085,clustal,RF00085_clustal.fasta,0.754023,0.120115,0.125862,0.494209,0.544986,0.924107,0.737791,0.658681,87,0.8657842300028465
RF00097,clustal,RF00097_clustal.fasta,0.889259,0.101111,0.00963,0.517961,0.0,0.995653,0.844112,0.811358,108,0.9977536503182328
RF00104,clustal,RF00104_clustal.fasta,0.696181,0.21875,0.085069,0.259576,0.720237,0.9044,0.651195,0.603968,80,0.8886304222606229
RF00110,clustal,RF00110_clustal.fasta,0.848765,0.126543,0.024691,0.580503,0.39518,0.926662,0.789062,0.768078,81,0.8690858980248047
RF00111,clustal,RF00111_clustal.fasta,0.740642,0.144385,0.114973,0.405332,0.749251,0.925038,0.751754,0.639439,110,0.8350843680356574
RF00124,clustal,RF00124_clustal.fasta,0.914423,0.071154,0.014423,0.806103,0.75,0.982916,0.867633,0.867308,208,0.983284169124877
RF00128,clustal,RF00128_clustal.fasta,0.762312,0.154241,0.083447,0.446017,0.77759,0.927414,0.729962,0.669032,172,0.9076683837107592
RF00136,clustal,RF00136_clustal.fasta,0.743083,0.088933,0.167984,0.581181,0.769347,0.96602,0.825674,0.662902,92,0.9469425499942205
RF00138,clustal,RF00138_clustal.fasta,0.841584,0.128713,0.029703,0.637108,0.93425,0.950761,0.814,0.749505,101,0.9779874213836478
RF00144,clustal,RF00144_clustal.fasta,0.799681,0.099144,0.101176,0.583495,0.866137,0.935308,0.826183,0.723384,83,0.9910163678419552
RF00147,clustal,RF00147_clustal.fasta,0.617021,0.182371,0.200608,0.370417,0.875563,0.733864,0.640553,0.507482,94,0.8763900080580177
RF00156,clustal,RF00156_clustal.fasta,0.768992,0.129922,0.101085,0.410343,0.561109,0.946177,0.735446,0.68127,150,0.939202016098948
RF00159,clustal,RF00159_clustal.fasta,0.864706,0.1,0.035294,0.675448,1.0,0.938984,0.819444,0.792157,85,0.9718543046357616
RF00163,clustal,RF00163_clustal.fasta,0.409524,0.091071,0.499405,0.643192,0.937409,0.829817,0.852941,0.262632,120,0.7219588376373474
RF00173,clustal,RF00173_clustal.fasta,0.873077,0.111538,0.015385,0.703999,1.0,0.980994,0.8,0.8,52,0.9881422924901184
RF00180,clustal,RF00180_clustal.fasta,0.91684,0.070686,0.012474,0.790139,0.0,1.0,0.856838,0.875606,37,0.9957446808510638
RF00181,clustal,RF00181_clustal.fasta,0.534669,0.145455,0.319877,0.32913,0.746505,0.893759,0.710309,0.437788,110,0.9273602799306714
RF00182,clustal,RF00182_clustal.fasta,0.85303,0.128788,0.018182,0.667831,0.674445,0.926353,0.795107,0.786061,110,0.9819651741293532
RF00186,clustal,RF00186_clustal.fasta,0.817788,0.096635,0.085577,0.572915,0.361907,0.922013,0.805258,0.757423,80,0.9298177754856456
RF00191,clustal,RF00191_clustal.fasta,0.82043,0.130869,0.048701,0.455969,0.860679,0.972194,0.751885,0.728971,154,0.9631401660623484
RF00200,clustal,RF00200_clustal.fasta,0.694678,0.091877,0.213445,0.655423,0.878584,0.904954,0.811086,0.620728,105,0.8532326569136385
RF00202,clustal,RF00202_clustal.fasta,0.850427,0.098291,0.051282,0.765245,1.0,0.864761,0.790043,0.790598,78,0.9322820037105752
RF00206,clustal,RF00206_clustal.fasta,0.671627,0.174603,0.15377,0.333723,0.632222,0.864969,0.712281,0.573065,96,0.8480228390937253
RF00211,clustal,RF00211_clustal.fasta,0.775266,0.164894,0.05984,0.428279,0.649916,0.908955,0.721774,0.661854,94,0.9157279933249896
RF00213,clustal,RF00213_clustal.fasta,0.518797,0.243891,0.237312,-0.028119,0.814782,0.794135,0.688478,0.380221,112,0.5955623565416985
RF00217,clustal,RF00217_clustal.fasta,0.8962,0.063021,0.040778,0.746138,0.680717,0.978073,0.85272,0.842292,83,0.9497798793412684
RF00223,clustal,RF00223_clustal.fasta,0.815476,0.085317,0.099206,0.671022,0.938827,0.972522,0.849861,0.72123,280,0.930318412551915
RF00226,clustal,RF00226_clustal.fasta,0.756239,0.10918,0.134581,0.733272,0.996816,0.891555,0.848525,0.641355,374,0.6649345250467679
RF00230,clustal,RF00230_clustal.fasta,0.329448,0.211344,0.459207,-0.100682,0.714156,0.679597,0.699523,0.222683,429,0.5696852447613251
RF00231,clustal,RF00231_clustal.fasta,0.819109,0.125431,0.05546,0.466535,0.753616,0.96142,0.751874,0.732684,290,0.9599431208413822
RF00238,clustal,RF00238_clustal.fasta,0.744565,0.178895,0.07654,0.371074,0.390509,0.914221,0.683379,0.656568,92,0.8428809818592884
RF00247,clustal,RF00247_clustal.fasta,0.563087,0.129301,0.307612,0.585051,0.915533,0.894281,0.790966,0.434828,137,0.8052164261931187
RF00248,clustal,RF00248_clustal.fasta,0.667255,0.124077,0.208668,0.531577,0.791181,0.913878,0.758117,0.592319,89,0.9711657658551098
RF00255,clustal,RF00255_clustal.fasta,0.731552,0.149256,0.119192,0.44867,0.844531,0.905584,0.790387,0.657251,89,0.9843995309922692
RF00256,clustal,RF00256_clustal.fasta,0.748945,0.161392,0.089662,0.370759,0.78008,0.910001,0.734585,0.657349,79,0.8924236046805286
RF00263,clustal,RF00263_clustal.fasta,0.752438,0.178223,0.069339,0.312809,0.681813,0.921527,0.683033,0.650878,142,0.9593392028779704
RF00266,clustal,RF00266_clustal.fasta,0.794534,0.141194,0.064271,0.468502,0.633323,0.911031,0.717949,0.710769,76,0.9214887018165708
RF00267,clustal,RF00267_clustal.fasta,0.731806,0.16442,0.103774,0.416902,0.613072,0.895421,0.712245,0.638192,106,0.8454848701453419
RF00268,clustal,RF00268_clustal.fasta,0.918987,0.04557,0.035443,0.842211,0.90625,0.994121,0.910256,0.851899,79,0.9891891891891892
RF00273,clustal,RF00273_clustal.fasta,0.735119,0.134921,0.12996,0.450789,0.565883,0.855181,0.703313,0.657911,84,0.8714118782705889
RF00280,clustal,RF00280_clustal.fasta,0.875,0.080357,0.044643,0.646122,0.800413,0.978651,0.855335,0.798352,80,0.952154531946508
RF00284,clustal,RF00284_clustal.fasta,0.811245,0.143431,0.045324,0.452316,0.484937,0.952796,0.790941,0.730637,83,0.949000731172313
RF00302,clustal,RF00302_clustal.fasta,0.787313,0.154051,0.058635,0.418736,0.792409,0.953993,0.754565,0.673282,134,0.9025738626064892
RF00310,clustal,RF00310_clustal.fasta,0.945652,0.034783,0.019565,0.915254,1.0,0.994836,0.934066,0.91087,92,1.0
RF00312,clustal,RF00312_clustal.fasta,0.911692,0.060945,0.027363,0.806148,1.0,0.96923,0.880952,0.858209,134,0.9651767151767152
RF00322,clustal,RF00322_clustal.fasta,0.876923,0.087692,0.035385,0.741322,0.978465,0.991007,0.854264,0.790769,130,0.9818031430934656
RF00329,clustal,RF00329_clustal.fasta,0.849462,0.102748,0.04779,0.669575,1.0,0.964941,0.817633,0.785842,93,0.9828843106180666
RF00332,clustal,RF00332_clustal.fasta,0.73975,0.153298,0.106952,0.474995,0.740994,0.915292,0.729073,0.639037,102,0.9132075471698112
RF00335,clustal,RF00335_clustal.fasta,0.625323,0.143411,0.231266,0.373522,0.619101,0.884886,0.723772,0.54278,129,0.8178870474817999
RF00336,clustal,RF00336_clustal.fasta,0.946405,0.028758,0.024837,0.908557,1.0,0.986444,0.928947,0.909804,153,0.9592391304347826
RF00339,clustal,RF00339_clustal.fasta,0.858442,0.092208,0.049351,0.697586,0.374125,0.942059,0.781579,0.78759,77,0.9561457689932056
RF00344,clustal,RF00344_clustal.fasta,0.828947,0.126316,0.044737,0.675581,1.0,0.927287,0.826667,0.746053,76,0.9743223965763196
RF00348,clustal,RF00348_clustal.fasta,0.874862,0.125138,0.0,0.682523,0.0,0.989402,0.774554,0.824659,129,1.0
RF00360,clustal,RF00360_clustal.fasta,0.776028,0.12336,0.100612,0.549798,0.847004,0.97418,0.825397,0.658136,127,0.8092019755653757
RF00368,clustal,RF00368_clustal.fasta,0.747126,0.186063,0.06681,0.349638,0.68744,0.900955,0.715843,0.650766,87,0.681688654353562
RF00371,clustal,RF00371_clustal.fasta,0.88587,0.070652,0.043478,0.766819,1.0,0.964503,0.881868,0.791667,92,0.9047619047619048
RF00387,clustal,RF00387_clustal.fasta,0.864162,0.089595,0.046243,0.820809,0.967456,0.855443,0.820736,0.817726,173,0.96630615640599
RF00393,clustal,RF00393_clustal.fasta,0.933333,0.053901,0.012766,0.821448,0.0,0.990024,0.877143,0.884397,141,0.9971098265895952
RF00396,clustal,RF00396_clustal.fasta,0.65362,0.162086,0.184294,0.210035,0.629486,0.912402,0.690617,0.542266,163,0.827655878243136
RF00400,clustal,RF00400_clustal.fasta,0.767361,0.104434,0.128205,0.539792,0.701052,0.93296,0.720818,0.684615,144,0.9323676323676324
RF00404,clustal,RF00404_clustal.fasta,0.821867,0.097666,0.080467,0.554288,0.43525,0.949655,0.764378,0.740552,148,0.9185392344964391
RF00405,clustal,RF00405_clustal.fasta,0.810087,0.108747,0.081166,0.520535,0.658815,0.949915,0.77381,0.733527,141,0.9616313929034856
RF00411,clustal,RF00411_clustal.fasta,0.801643,0.133412,0.064945,0.414151,0.427381,0.955717,0.732467,0.713548,142,0.9584221748400852
RF00426,clustal,RF00426_clustal.fasta,0.7724,0.149117,0.078483,0.366097,0.716531,0.947529,0.723979,0.66595,139,0.8615071984569814
RF00429,clustal,RF00429_clustal.fasta,0.804078,0.121838,0.074084,0.491255,0.803807,0.950131,0.75104,0.720991,149,0.922164701589546
RF00432,clustal,RF00432_clustal.fasta,0.875,0.098039,0.026961,0.625881,0.830719,0.985988,0.790123,0.793505,136,0.9649607135272882
RF00433,clustal,RF00433_clustal.fasta,0.969298,0.024123,0.006579,0.927181,1.0,0.99082,0.94702,0.948684,152,0.9822458943630714
RF00448,clustal,RF00448_clustal.fasta,0.837333,0.099556,0.063111,0.66602,0.891882,0.971768,0.866964,0.742667,225,0.904621435594887
RF00451,clustal,RF00451_clustal.fasta,0.522449,0.174694,0.302857,0.242279,0.741115,0.839649,0.706849,0.403469,147,0.7850755916256689
RF00455,clustal,RF00455_clustal.fasta,0.56597,0.27705,0.15698,-0.063305,0.726525,0.83608,0.656438,0.457571,94,0.8607027589687953
RF00462,clustal,RF00462_clustal.fasta,0.90566,0.09434,0.0,0.734637,0.0,0.953802,0.814103,0.854088,53,1.0
RF00479,clustal,RF00479_clustal.fasta,0.782107,0.151515,0.066378,0.480978,0.848889,0.944307,0.768222,0.662338,99,0.8045602605863192
RF00483,clustal,RF00483_clustal.fasta,0.954545,0.038223,0.007231,0.870549,0.0,0.988229,0.930208,0.925915,121,0.9606251878569282
RF00487,clustal,RF00487_clustal.fasta,0.832392,0.074453,0.093155,0.75135,0.901265,0.983942,0.853952,0.747589,218,0.9498831293826482
RF00494,clustal,RF00494_clustal.fasta,0.829615,0.112779,0.057606,0.486818,0.780372,0.972087,0.758621,0.738424,85,0.9565894369706028
RF00503,clustal,RF00503_clustal.fasta,0.646441,0.147119,0.206441,0.397498,0.873653,0.883063,0.760441,0.474463,590,0.5783284795867905
RF00517,clustal,RF00517_clustal.fasta,0.778442,0.16987,0.051688,0.384484,0.333467,0.905327,0.670899,0.71089,55,0.9759146608838466
RF00520,clustal,RF00520_clustal.fasta,0.664894,0.12234,0.212766,0.567445,0.86723,0.84874,0.783154,0.551773,94,0.8969505783385909
RF00521,clustal,RF00521_clustal.fasta,0.734821,0.20506,0.060119,0.252725,0.327355,0.907884,0.687952,0.652671,84,0.8567829680733703
RF00526,clustal,RF00526_clustal.fasta,0.795833,0.130556,0.073611,0.597814,0.631015,0.906787,0.79073,0.722619,90,0.8728552573691157
RF00527,clustal,RF00527_clustal.fasta,0.77033,0.131868,0.097802,0.542403,0.830532,0.917987,0.774444,0.668376,91,0.8319567074907434
RF00531,clustal,RF00531_clustal.fasta,0.733333,0.141053,0.125614,0.450522,0.666884,0.865581,0.762411,0.650326,95,0.8201473033974815
RF00533,clustal,RF00533_clustal.fasta,0.770349,0.108527,0.121124,0.573437,0.877547,0.915996,0.795098,0.668781,86,0.8962851621215374
RF00537,clustal,RF00537_clustal.fasta,0.713477,0.156379,0.130144,0.408898,0.736683,0.916727,0.745067,0.607056,108,0.7628722311867391
RF00553,clustal,RF00553_clustal.fasta,0.6859,0.125469,0.188631,0.364449,0.775646,0.929815,0.726025,0.578525,202,0.8284032832584791
RF00554,clustal,RF00554_clustal.fasta,0.806406,0.117063,0.076531,0.451607,0.913043,0.966926,0.770548,0.717046,147,0.9834373564615924
RF00558,clustal,RF00558_clustal.fasta,0.524663,0.28218,0.193157,-0.112014,0.548187,0.765309,0.593918,0.406226,157,0.600690416495154
RF00560,clustal,RF00560_clustal.fasta,0.780087,0.112698,0.107216,0.473152,0.694235,0.954255,0.758054,0.706037,148,0.9909905431084008
RF00569,clustal,RF00569_clustal.fasta,0.807611,0.078753,0.113636,0.639722,0.782925,0.96452,0.827807,0.736786,86,0.9262774145014756
RF00570,clustal,RF00570_clustal.fasta,0.785657,0.107172,0.107172,0.509094,0.915866,0.952637,0.729575,0.680399,73,0.9205025833724754
RF00580,clustal,RF00580_clustal.fasta,0.831186,0.133591,0.035223,0.463122,0.734998,0.961156,0.770399,0.749029,97,0.9599197608558842
RF00601,clustal,RF00601_clustal.fasta,0.851852,0.115556,0.032593,0.657366,0.67354,0.969662,0.78806,0.761481,135,0.951900698215671
RF00602,clustal,RF00602_clustal.fasta,0.760484,0.139516,0.1,0.419503,0.694909,0.933471,0.722673,0.664353,155,0.935880811876472
RF00611,clustal,RF00611_clustal.fasta,0.736082,0.107216,0.156701,0.657084,0.934753,0.936617,0.816667,0.57732,97,0.8793342579750347
RF00613,clustal,RF00613_clustal.fasta,0.815625,0.136458,0.047917,0.444072,0.672643,0.954061,0.805245,0.730519,144,0.95737309249455
RF00619,clustal,RF00619_clustal.fasta,0.664481,0.141421,0.194098,0.313012,0.722162,0.918166,0.752448,0.544809,150,0.734219493921744
RF00629,clustal,RF00629_clustal.fasta,0.811384,0.179129,0.009487,0.466643,0.938448,0.929073,0.721849,0.738238,256,0.9367778217125784
RF00635,clustal,RF00635_clustal.fasta,0.954368,0.04498,0.000652,0.805661,0.0,1.0,0.920447,0.917319,118,0.9908616187989556
