family,tool,Match,Mismatch,Gap,IC,GapAC,LFPR,FlipScore,MeanPairwiseID,AlignmentLength
RF01038,mafft,0.933333,0.007407,0.059259,0.975191,0.958383,1.0,0.977528,0.877778,90
RF01039,mafft,0.976744,0.020349,0.002907,0.933966,0.0,1.0,0.961765,0.953488,86
RF01041,mafft,0.973837,0.026163,0.0,0.922338,0.0,0.994496,0.947059,0.95155,86
RF01042,mafft,0.947785,0.049051,0.003165,0.871839,0.0,0.977184,0.913462,0.925859,79
RF01043,mafft,0.692416,0.220506,0.087079,0.374499,0.92185,0.782996,0.690678,0.514045,178
RF01044,mafft,0.889325,0.056515,0.05416,0.809042,0.945592,0.980914,0.902381,0.825383,91
RF01046,mafft,0.893182,0.088636,0.018182,0.671232,1.0,0.988776,0.865116,0.819697,44
RF01047,mafft,0.981123,0.018877,0.0,0.922147,0.0,1.0,0.962626,0.968579,61
RF01050,mafft,0.755721,0.154413,0.089866,0.507935,0.898851,0.943463,0.726368,0.652125,1307
RF01051,mafft,0.469729,0.224103,0.306168,-0.070321,0.841176,0.841918,0.708637,0.388874,125
RF01052,mafft,0.585927,0.126391,0.287682,0.440914,0.879147,0.888108,0.780497,0.443711,558
RF01053,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,126
RF01054,mafft,0.600487,0.142092,0.257421,0.419469,0.862357,0.839924,0.738725,0.483768,137
RF01055,mafft,0.368941,0.170864,0.460196,0.095237,0.789251,0.763286,0.73933,0.285956,263
RF01057,mafft,0.287988,0.129405,0.582607,0.204235,0.885643,0.837054,0.835777,0.220408,203
RF01061,mafft,0.912338,0.085498,0.002165,0.655546,0.0,1.0,0.865279,0.845455,84
RF01065,mafft,0.640732,0.23524,0.124027,0.164012,0.739078,0.873426,0.676824,0.527333,115
RF01066,mafft,0.656028,0.153073,0.190898,0.390594,0.801917,0.866244,0.708483,0.552844,94
RF01068,mafft,0.557613,0.327675,0.114712,-0.180537,0.717512,0.725135,0.676887,0.476924,54
RF01069,mafft,0.607646,0.283032,0.109323,-0.017233,0.812008,0.846128,0.645728,0.472803,142
RF01070,mafft,0.674816,0.18704,0.138144,0.329033,0.846002,0.910765,0.686905,0.592186,97
RF01071,mafft,0.590418,0.225574,0.184008,0.175717,0.88762,0.880771,0.706216,0.487222,741
RF01073,mafft,0.782197,0.155303,0.0625,0.558058,0.869703,0.88749,0.75,0.698593,66
RF01074,mafft,0.841463,0.134146,0.02439,0.601027,0.0,0.939931,0.7875,0.719512,41
RF01075,mafft,0.917526,0.072165,0.010309,0.85567,0.0,0.921911,0.880208,0.835052,97
RF01076,mafft,0.951389,0.048611,0.0,0.902778,0.0,0.949632,0.901408,0.902778,72
RF01077,mafft,0.891791,0.097015,0.011194,0.714881,0.0,0.961572,0.837121,0.808458,67
RF01080,mafft,0.90625,0.09375,0.0,0.73468,0.0,0.965665,0.870968,0.833333,32
RF01081,mafft,0.923077,0.076923,0.0,0.788086,0.0,1.0,0.866667,0.846154,26
RF01082,mafft,0.9,0.1,0.0,0.8,0.0,0.888889,0.895833,0.8,25
RF01088,mafft,0.892157,0.102941,0.004902,0.72751,0.0,0.980369,0.865672,0.79902,68
RF01090,mafft,0.890269,0.072464,0.037267,0.730243,1.0,0.976755,0.863445,0.827467,69
RF01092,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,61
RF01093,mafft,0.833333,0.166667,0.0,0.481699,0.0,0.943288,0.781073,0.764141,60
RF01095,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,56
RF01097,mafft,0.942308,0.057692,0.0,0.833097,0.0,0.981364,0.911765,0.900641,52
RF01098,mafft,0.95,0.04,0.01,0.92,0.0,0.94878,0.918367,0.9,50
RF01099,mafft,0.926432,0.073568,0.0,0.697338,0.0,1.0,0.87633,0.88151,48
RF01100,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,40
RF01101,mafft,0.941667,0.058333,0.0,0.839298,0.0,1.0,0.931624,0.883333,40
RF01102,mafft,0.891892,0.094595,0.013514,0.810811,0.0,0.878788,0.861111,0.783784,37
RF01105,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,27
RF01107,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,27
RF01108,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,26
RF01111,mafft,0.97619,0.02381,0.0,0.922735,0.0,1.0,0.95,0.952381,21
RF01113,mafft,0.978261,0.021739,0.0,0.956522,0.0,0.977778,0.954545,0.956522,23
RF01114,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,22
RF01116,mafft,0.621997,0.194069,0.183934,0.281896,0.621155,0.830825,0.648268,0.534722,72
RF01119,mafft,0.931034,0.057471,0.011494,0.846012,0.0,0.98251,0.894737,0.873563,58
RF01120,mafft,0.845238,0.136905,0.017857,0.634864,0.5,0.953481,0.757576,0.720238,56
RF01124,mafft,0.847458,0.094915,0.057627,0.723147,1.0,0.950962,0.817241,0.774576,59
RF01125,mafft,0.934524,0.065476,0.0,0.81962,0.0,1.0,0.884848,0.869048,56
RF01126,mafft,0.793651,0.190476,0.015873,0.464603,0.0,0.924197,0.752022,0.719577,54
RF01128,mafft,0.807692,0.115385,0.076923,0.63552,0.958158,0.918174,0.802083,0.713846,65
RF01129,mafft,0.910714,0.077381,0.011905,0.791318,0.0,0.981856,0.848485,0.833333,56
RF01131,mafft,0.773707,0.178879,0.047414,0.469386,0.0,0.869401,0.699561,0.680419,58
RF01132,mafft,0.830508,0.135593,0.033898,0.728814,1.0,0.843184,0.827586,0.661017,59
RF01133,mafft,0.533575,0.180278,0.286146,0.202324,0.876046,0.83443,0.720318,0.419843,87
RF01135,mafft,0.975758,0.024242,0.0,0.933215,0.0,1.0,0.950617,0.951515,55
RF01136,mafft,0.785714,0.193452,0.020833,0.435036,1.0,0.8474,0.742424,0.682143,56
RF01138,mafft,0.842424,0.133333,0.024242,0.631277,0.0,0.888426,0.777778,0.769697,55
RF01142,mafft,0.947917,0.041667,0.010417,0.885213,0.0,0.992502,0.910053,0.901042,64
RF01143,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,53
RF01144,mafft,0.789474,0.17193,0.038596,0.53901,0.833333,0.94513,0.710714,0.67193,57
RF01145,mafft,0.527108,0.13253,0.340361,0.485742,0.943906,0.690201,0.815549,0.330895,83
RF01146,mafft,0.7,0.223077,0.076923,0.553846,1.0,0.588289,0.765625,0.4,65
RF01147,mafft,0.60274,0.139726,0.257534,0.549502,0.944444,0.884814,0.8,0.426027,73
RF01149,mafft,0.916667,0.083333,0.0,0.75944,0.0,0.95019,0.877358,0.854938,54
RF01150,mafft,0.617647,0.229779,0.152574,0.309592,0.943451,0.728192,0.660448,0.490546,68
RF01152,mafft,0.628307,0.255291,0.116402,0.193727,0.671377,0.744066,0.596774,0.527417,63
RF01153,mafft,0.985075,0.00995,0.004975,0.972588,0.0,1.0,0.974747,0.970149,67
RF01155,mafft,0.852941,0.097059,0.05,0.704282,0.75968,0.951297,0.80597,0.772059,68
RF01157,mafft,0.954545,0.045455,0.0,0.860011,0.0,0.99272,0.92,0.921212,66
RF01158,mafft,0.833333,0.15625,0.010417,0.596575,0.0,0.881719,0.774648,0.736111,72
RF01160,mafft,0.972222,0.020833,0.006944,0.958333,0.0,0.975633,0.957746,0.944444,72
RF01161,mafft,0.844079,0.099342,0.056579,0.54325,0.648642,0.960539,0.810667,0.761288,76
RF01165,mafft,0.826923,0.089744,0.083333,0.736781,0.879243,0.915052,0.850649,0.739316,78
RF01166,mafft,0.967532,0.025974,0.006494,0.948052,0.0,0.971341,0.934211,0.935065,77
RF01167,mafft,0.935897,0.048077,0.016026,0.845556,0.0,0.987719,0.886364,0.880342,78
RF01168,mafft,0.915584,0.084416,0.0,0.696739,0.0,0.980267,0.883772,0.845887,77
RF01169,mafft,0.849003,0.102564,0.048433,0.55898,0.816667,0.97069,0.765385,0.763058,81
RF01170,mafft,0.740789,0.148684,0.110526,0.460865,0.823588,0.873818,0.74734,0.628195,95
RF01171,mafft,0.8,0.1875,0.0125,0.625,1.0,0.801749,0.772152,0.6,80
RF01175,mafft,0.852941,0.085294,0.061765,0.691739,0.835065,0.949834,0.813988,0.779412,85
RF01177,mafft,0.671296,0.164352,0.164352,0.327987,0.817411,0.869548,0.781542,0.57392,108
RF01179,mafft,0.723705,0.197802,0.078493,0.349038,0.766974,0.878583,0.680952,0.604396,91
RF01180,mafft,0.898876,0.067416,0.033708,0.865169,1.0,0.907214,0.840909,0.797753,89
RF01183,mafft,0.834602,0.133564,0.031834,0.429997,0.564413,0.972715,0.808824,0.738754,85
RF01186,mafft,0.88549,0.071678,0.042832,0.71656,0.766708,0.984919,0.853227,0.81891,88
RF01188,mafft,0.65404,0.194444,0.151515,0.240839,0.695824,0.871616,0.705995,0.538973,99
RF01189,mafft,0.946629,0.033708,0.019663,0.912976,0.0,0.967068,0.909091,0.917603,89
RF01190,mafft,0.951311,0.041199,0.007491,0.885585,0.0,0.994735,0.909091,0.906367,89
RF01191,mafft,0.812446,0.111063,0.076491,0.484967,0.549155,0.950075,0.775787,0.730579,89
RF01193,mafft,0.73617,0.174468,0.089362,0.478476,0.862871,0.906229,0.707527,0.598936,94
RF01194,mafft,0.991758,0.008242,0.0,0.980096,0.0,0.994843,0.983333,0.987179,91
RF01195,mafft,0.982609,0.015217,0.002174,0.945071,0.0,1.0,0.967033,0.965217,92
RF01196,mafft,0.825263,0.142105,0.032632,0.503315,0.792959,0.933978,0.803191,0.740585,95
RF01198,mafft,0.679803,0.171182,0.149015,0.418381,0.789448,0.863773,0.698137,0.549672,116
RF01200,mafft,0.816627,0.104953,0.07842,0.58427,0.870102,0.95383,0.820238,0.745597,106
RF01201,mafft,0.701587,0.14709,0.151323,0.419971,0.829086,0.876104,0.731838,0.609399,105
RF01202,mafft,0.918367,0.081633,0.0,0.784563,0.0,0.944017,0.835052,0.867347,98
RF01203,mafft,0.70084,0.192717,0.106443,0.331867,0.697596,0.879013,0.660633,0.604342,105
RF01205,mafft,0.975,0.025,0.0,0.95,0.0,0.975699,0.949495,0.95,100
RF01206,mafft,0.729167,0.116071,0.154762,0.586094,0.882942,0.942518,0.801802,0.614881,112
RF01208,mafft,0.727536,0.171014,0.101449,0.412571,0.74665,0.869168,0.692982,0.625121,115
RF01209,mafft,0.671625,0.153168,0.175207,0.419994,0.83579,0.903033,0.736667,0.578827,121
RF01210,mafft,0.770953,0.136127,0.09292,0.437801,0.709409,0.924941,0.683298,0.685218,113
RF01211,mafft,0.827828,0.107107,0.065065,0.556151,0.910284,0.970076,0.785354,0.748572,111
RF01212,mafft,0.844037,0.142202,0.013761,0.715596,1.0,0.834175,0.814815,0.688073,109
RF01213,mafft,0.713596,0.226066,0.060338,0.253034,0.917705,0.883103,0.669643,0.605792,113
RF01214,mafft,0.726203,0.153476,0.120321,0.423904,0.783819,0.922848,0.792768,0.629211,110
RF01216,mafft,0.942661,0.057339,0.0,0.834435,0.0,0.974092,0.914352,0.899083,109
RF01218,mafft,0.735876,0.142185,0.12194,0.46066,0.756813,0.891081,0.790598,0.647779,118
RF01220,mafft,0.749,0.187,0.064,0.362829,0.849632,0.891385,0.678427,0.624857,125
RF01221,mafft,0.653846,0.176923,0.169231,0.430301,0.920208,0.876066,0.723871,0.485256,156
RF01223,mafft,0.971774,0.024194,0.004032,0.951613,0.0,0.973428,0.95122,0.943548,124
RF01224,mafft,0.742317,0.165485,0.092199,0.44804,0.759585,0.928077,0.709524,0.642435,141
RF01225,mafft,0.7494,0.168825,0.081775,0.300195,0.549134,0.936516,0.688406,0.647697,139
RF01226,mafft,0.846311,0.107582,0.046107,0.668471,1.0,0.935988,0.783058,0.776932,122
RF01228,mafft,0.724265,0.205882,0.069853,0.352015,0.834579,0.850394,0.696296,0.595098,136
RF01230,mafft,0.766434,0.141259,0.092308,0.570585,0.858102,0.946716,0.764789,0.651049,143
RF01235,mafft,0.955396,0.028777,0.015827,0.908719,0.0,0.989779,0.918841,0.929496,139
RF01236,mafft,0.79955,0.164414,0.036036,0.559598,1.0,0.94891,0.739229,0.63964,148
RF01237,mafft,0.681421,0.20765,0.110929,0.279613,0.892544,0.881396,0.714286,0.562356,183
RF01238,mafft,0.846004,0.112411,0.041585,0.620901,0.902778,0.967794,0.796078,0.767381,171
RF01239,mafft,0.824859,0.145951,0.02919,0.507375,0.877485,0.95477,0.791667,0.711488,177
RF01242,mafft,0.687383,0.173364,0.139252,0.347117,0.832738,0.895863,0.742254,0.573001,214
RF01247,mafft,0.674871,0.172688,0.152441,0.370645,0.848872,0.901546,0.75,0.554585,229
RF01249,mafft,0.838835,0.099515,0.06165,0.606306,0.964392,0.95772,0.834634,0.749407,206
RF01251,mafft,0.903553,0.067259,0.029188,0.795987,1.0,0.96916,0.877551,0.825719,197
RF01252,mafft,0.828132,0.12664,0.045228,0.477883,0.888232,0.984625,0.817727,0.714971,201
RF01253,mafft,0.81106,0.109063,0.079877,0.636655,0.847494,0.937274,0.806327,0.711828,217
RF01254,mafft,0.895161,0.050691,0.054147,0.852786,0.912201,0.975904,0.909722,0.827189,217
RF01260,mafft,0.775842,0.11324,0.110918,0.603014,0.926804,0.946426,0.822844,0.64878,287
RF01261,mafft,0.823891,0.108532,0.067577,0.646801,0.904762,0.971677,0.830137,0.718089,293
RF01263,mafft,0.71446,0.194326,0.091214,0.338059,0.787597,0.936705,0.708295,0.60299,298
RF01264,mafft,0.87678,0.073684,0.049536,0.76979,0.900344,0.978628,0.854658,0.804954,323
RF01265,mafft,0.887395,0.087955,0.02465,0.725863,0.944625,0.981235,0.825281,0.814006,357
RF01266,mafft,0.736502,0.123239,0.140258,0.555331,0.833394,0.925996,0.791863,0.646211,213
RF01267,mafft,0.721468,0.140523,0.138009,0.517623,0.896656,0.932956,0.774502,0.613876,442
RF01268,mafft,0.646816,0.098502,0.254682,0.555033,0.905683,0.938585,0.806567,0.537079,534
RF01269,mafft,0.894107,0.072744,0.033149,0.741178,0.880668,0.974448,0.861111,0.822099,181
RF01271,mafft,0.940909,0.051299,0.007792,0.839638,0.833333,0.993238,0.897236,0.897727,616
RF01272,mafft,0.816828,0.148743,0.034429,0.54144,0.854712,0.968405,0.737657,0.697195,1034
RF01273,mafft,0.945455,0.040909,0.013636,0.87393,0.0,0.963983,0.898148,0.909091,55
RF01275,mafft,0.926554,0.053672,0.019774,0.846061,0.316228,0.968243,0.887931,0.891525,59
RF01276,mafft,0.916667,0.072222,0.011111,0.801036,1.0,1.0,0.887006,0.833333,60
RF01278,mafft,0.84749,0.069498,0.083012,0.761741,1.0,0.956468,0.835616,0.785714,74
RF01279,mafft,0.680758,0.157434,0.161808,0.469587,0.851488,0.906876,0.748159,0.555394,98
RF01281,mafft,0.781893,0.208848,0.009259,0.34578,1.0,0.905427,0.675,0.690236,81
RF01283,mafft,0.726316,0.174737,0.098947,0.502685,0.869072,0.897883,0.719149,0.595789,95
RF01285,mafft,0.718085,0.182624,0.099291,0.435532,0.771844,0.862175,0.724014,0.595745,94
RF01286,mafft,0.7725,0.16375,0.06375,0.504069,0.653734,0.898701,0.736111,0.681071,100
RF01288,mafft,0.771667,0.17,0.058333,0.469409,0.899493,0.897081,0.717172,0.654667,100
RF01289,mafft,0.813636,0.131818,0.054545,0.736364,1.0,0.847478,0.853211,0.627273,110
RF01290,mafft,0.690965,0.167683,0.141353,0.317889,0.764794,0.918987,0.709983,0.577341,164
RF01294,mafft,0.743606,0.124587,0.131807,0.498127,0.864714,0.937354,0.763245,0.644032,303
RF01295,mafft,0.705702,0.084466,0.209832,0.62341,0.879972,0.946726,0.817174,0.621949,417
RF01296,mafft,0.673993,0.183276,0.142731,0.282549,0.861165,0.953617,0.73227,0.539636,377
RF01298,mafft,0.990338,0.009662,0.0,0.973383,0.0,1.0,0.980392,0.980676,69
RF01300,mafft,0.786486,0.091892,0.121622,0.745976,0.961237,0.931932,0.832877,0.691892,74
RF01301,mafft,0.987013,0.012987,0.0,0.974026,0.0,0.987231,0.973684,0.974026,77
RF01303,mafft,0.923977,0.064327,0.011696,0.8272,0.0,0.98302,0.863095,0.859649,57
RF01305,mafft,0.840909,0.154545,0.004545,0.575594,0.0,0.90366,0.884259,0.736364,55
RF01307,mafft,0.886364,0.068182,0.045455,0.783311,0.939621,0.955961,0.834615,0.792929,66
RF01309,mafft,0.927273,0.072727,0.0,0.800178,0.0,0.967284,0.875,0.875758,55
RF01310,mafft,0.786667,0.173333,0.04,0.466801,1.0,0.947237,0.79322,0.66,60
RF01312,mafft,0.588235,0.279412,0.132353,0.291958,0.961538,0.775196,0.711443,0.328431,68
RF01313,mafft,0.954386,0.045614,0.0,0.838485,0.0,0.983406,0.939286,0.927096,57
RF01315,mafft,0.854386,0.145614,0.0,0.458959,0.0,0.963145,0.751361,0.779532,30
RF01316,mafft,0.898333,0.101667,0.0,0.636857,0.0,1.0,0.851724,0.840351,30
RF01317,mafft,0.898438,0.101562,0.0,0.551793,0.0,0.981157,0.835648,0.832085,28
RF01318,mafft,0.849099,0.150901,0.0,0.510718,0.0,0.942857,0.810185,0.779689,37
RF01319,mafft,0.952381,0.047619,0.0,0.830342,0.0,1.0,0.916256,0.919048,30
RF01320,mafft,0.837838,0.162162,0.0,0.502445,0.0,0.911765,0.794444,0.769369,37
RF01321,mafft,0.805405,0.183784,0.010811,0.434592,1.0,0.957746,0.722222,0.675676,37
RF01322,mafft,0.853282,0.146718,0.0,0.549083,0.0,0.927536,0.793651,0.777349,37
RF01323,mafft,0.816216,0.183784,0.0,0.484191,0.0,0.957746,0.755556,0.710811,37
RF01324,mafft,0.95,0.05,0.0,0.845791,0.0,1.0,0.925714,0.911111,36
RF01325,mafft,0.94,0.06,0.0,0.801615,0.0,1.0,0.875862,0.89,30
RF01326,mafft,0.958333,0.041667,0.0,0.885539,0.0,0.982477,0.939655,0.927778,30
RF01328,mafft,0.973333,0.026667,0.0,0.926536,0.0,1.0,0.944444,0.946667,25
RF01329,mafft,0.900901,0.099099,0.0,0.726993,0.0,1.0,0.87963,0.801802,37
RF01331,mafft,0.837838,0.162162,0.0,0.675676,0.0,0.806452,0.833333,0.805405,37
RF01334,mafft,0.986486,0.013514,0.0,0.972973,0.0,0.986301,0.986111,0.972973,37
RF01336,mafft,0.962963,0.037037,0.0,0.897967,0.0,1.0,0.952381,0.925926,36
RF01337,mafft,0.916667,0.083333,0.0,0.771078,0.0,0.965517,0.844828,0.855556,30
RF01338,mafft,0.96,0.04,0.0,0.874531,0.0,1.0,0.916667,0.928,25
RF01339,mafft,0.973333,0.026667,0.0,0.926536,0.0,1.0,0.944444,0.946667,25
RF01341,mafft,0.894737,0.105263,0.0,0.723255,0.0,0.973834,0.891892,0.807018,38
RF01343,mafft,0.81982,0.18018,0.0,0.524026,0.0,0.957746,0.740741,0.666667,37
RF01345,mafft,0.986111,0.013889,0.0,0.972222,0.0,0.985519,0.971429,0.972222,36
RF01346,mafft,0.972222,0.027778,0.0,0.923475,0.0,1.0,0.961905,0.944444,36
RF01347,mafft,0.885714,0.114286,0.0,0.692345,0.0,0.985507,0.833333,0.780952,35
RF01348,mafft,0.897143,0.102857,0.0,0.673423,0.0,1.0,0.829412,0.817143,35
RF01349,mafft,0.955556,0.044444,0.0,0.877561,0.0,1.0,0.91954,0.911111,30
RF01351,mafft,0.954023,0.045977,0.0,0.882015,0.0,0.982456,0.904762,0.91954,29
RF01352,mafft,0.931034,0.068966,0.0,0.810008,0.0,1.0,0.916667,0.862069,29
RF01354,mafft,0.972222,0.027778,0.0,0.923475,0.0,1.0,0.956522,0.944444,24
RF01355,mafft,0.96,0.04,0.0,0.895098,0.0,0.979592,0.927083,0.933333,25
RF01356,mafft,0.958333,0.041667,0.0,0.885213,0.0,1.0,0.927536,0.916667,24
RF01357,mafft,0.954955,0.045045,0.0,0.875906,0.0,1.0,0.916667,0.90991,37
RF01358,mafft,0.903226,0.096774,0.0,0.741515,0.0,0.983607,0.822222,0.817204,31
RF01359,mafft,0.921053,0.078947,0.0,0.842105,0.0,0.928138,0.905405,0.842105,38
RF01362,mafft,0.950355,0.049645,0.0,0.863233,0.0,1.0,0.913043,0.900709,47
RF01363,mafft,0.913043,0.086957,0.0,0.826087,0.0,0.921826,0.922222,0.826087,46
RF01366,mafft,0.986486,0.013514,0.0,0.972973,0.0,0.986301,0.986111,0.972973,37
RF01368,mafft,0.932432,0.067568,0.0,0.864865,0.0,0.927536,0.902778,0.864865,37
RF01369,mafft,0.972973,0.027027,0.0,0.945946,0.0,0.972222,0.972222,0.945946,37
RF01373,mafft,0.918919,0.081081,0.0,0.837838,0.0,0.911765,0.916667,0.837838,37
RF01374,mafft,0.972973,0.027027,0.0,0.945946,0.0,0.972222,0.944444,0.945946,37
RF01375,mafft,0.959459,0.040541,0.0,0.918919,0.0,0.957746,0.958333,0.918919,37
RF01376,mafft,0.986486,0.013514,0.0,0.972973,0.0,0.986301,0.972222,0.972973,37
RF01377,mafft,0.986486,0.013514,0.0,0.972973,0.0,0.986301,0.972222,0.972973,37
RF01378,mafft,0.932432,0.067568,0.0,0.864865,0.0,0.927536,0.875,0.864865,37
RF01379,mafft,0.959459,0.033784,0.006757,0.907194,0.0,0.986301,0.923611,0.927928,37
RF01380,mafft,0.9599,0.0401,0.0,0.837983,0.0,1.0,0.952381,0.932832,19
RF01381,mafft,0.907895,0.052632,0.039474,0.780825,0.0,0.977819,0.830664,0.865253,24
RF01382,mafft,0.953125,0.046875,0.0,0.799363,0.0,1.0,0.930921,0.918333,20
RF01383,mafft,0.86152,0.030637,0.107843,0.866397,0.901883,0.95412,0.898515,0.781162,102
RF01384,mafft,0.978022,0.021978,0.0,0.93552,0.0,0.994843,0.983333,0.959707,91
RF01385,mafft,0.904651,0.076744,0.018605,0.730344,1.0,0.985646,0.878125,0.840827,129
RF01387,mafft,0.936484,0.055386,0.00813,0.793953,1.0,0.992495,0.89293,0.896612,123
RF01389,mafft,0.89229,0.07483,0.03288,0.796998,1.0,0.988491,0.918089,0.794785,294
RF01390,mafft,0.903158,0.077895,0.018947,0.729384,1.0,0.993198,0.909155,0.82386,285
RF01391,mafft,0.98102,0.016014,0.002966,0.94741,0.0,0.993302,0.963095,0.968683,281
RF01392,mafft,0.820192,0.127244,0.052564,0.605199,0.9375,0.930139,0.846278,0.760057,104
RF01396,mafft,0.720997,0.25817,0.020833,0.084988,0.963614,0.907187,0.678733,0.591299,144
RF01397,mafft,0.904762,0.073071,0.022167,0.723817,1.0,0.993683,0.908416,0.82069,203
RF01398,mafft,0.982625,0.017375,0.0,0.937704,0.0,1.0,0.965015,0.968468,148
RF01399,mafft,0.985597,0.013374,0.001029,0.950194,0.0,1.0,0.971014,0.972016,162
RF01400,mafft,0.889366,0.090226,0.020408,0.696568,0.0,0.98034,0.843074,0.824561,133
RF01401,mafft,0.764167,0.1575,0.078333,0.456933,0.717722,0.928945,0.758418,0.669394,100
RF01402,mafft,0.915476,0.05119,0.033333,0.839162,0.942321,0.99504,0.913182,0.863294,280
RF01404,mafft,0.996711,0.003289,0.0,0.989325,0.0,1.0,0.993333,0.993421,76
RF01405,mafft,0.940685,0.04104,0.018275,0.840373,0.934643,0.992551,0.903684,0.918638,126
RF01406,mafft,0.991667,0.007018,0.001316,0.977571,0.0,1.0,0.985035,0.986216,285
RF01408,mafft,0.804671,0.095541,0.099788,0.677345,0.817233,0.919023,0.785256,0.703185,157
RF01412,mafft,0.616178,0.223127,0.160695,0.308474,0.892801,0.788312,0.668301,0.450163,307
RF01414,mafft,0.239211,0.123778,0.637011,0.215378,0.86983,0.726295,0.82608,0.174473,168
RF01415,mafft,0.831454,0.12594,0.042607,0.521365,0.895379,0.96025,0.789841,0.751817,76
RF01416,mafft,0.970833,0.020833,0.008333,0.942607,1.0,1.0,0.958071,0.941667,160
RF01419,mafft,0.603257,0.194863,0.20188,0.213161,0.828147,0.842034,0.651951,0.526437,232
RF01420,mafft,0.721008,0.144538,0.134454,0.515132,0.906873,0.911723,0.779661,0.585714,119
RF01421,mafft,0.657609,0.19398,0.148411,0.278464,0.642021,0.867629,0.643732,0.55564,104
RF01422,mafft,0.780645,0.148387,0.070968,0.53625,0.788299,0.928199,0.73913,0.665591,93
RF01425,mafft,0.926136,0.056818,0.017045,0.886364,1.0,0.931877,0.885057,0.852273,88
RF01426,mafft,0.725446,0.162946,0.111607,0.554082,0.927379,0.839726,0.736486,0.58631,112
RF01427,mafft,0.758772,0.116228,0.125,0.667979,0.974359,0.936044,0.838852,0.594298,152
RF01428,mafft,0.728713,0.134653,0.136634,0.573815,0.878547,0.903041,0.754,0.591089,101
RF01430,mafft,0.760256,0.176923,0.062821,0.487363,0.836644,0.933895,0.714839,0.630769,156
RF01431,mafft,0.801299,0.145455,0.053247,0.547779,0.701627,0.958727,0.745098,0.676623,154
RF01432,mafft,0.757914,0.191806,0.050279,0.489486,0.916667,0.923591,0.705993,0.571695,179
RF01433,mafft,0.795455,0.150974,0.053571,0.587667,0.909432,0.875921,0.776144,0.681818,154
RF01435,mafft,0.904429,0.088578,0.006993,0.755977,1.0,1.0,0.901408,0.808858,143
RF01436,mafft,0.79878,0.091463,0.109756,0.748029,1.0,0.993186,0.860941,0.636179,164
RF01437,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,167
RF01438,mafft,0.918103,0.070402,0.011494,0.771537,0.0,0.994652,0.910405,0.841954,174
RF01439,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,164
RF01440,mafft,0.846271,0.108067,0.045662,0.702288,1.0,0.991808,0.879205,0.709285,219
RF01441,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,168
RF01442,mafft,0.888889,0.085954,0.025157,0.763207,1.0,0.997125,0.85443,0.779874,159
RF01444,mafft,0.838926,0.131991,0.029083,0.63638,1.0,0.987474,0.853604,0.689038,149
RF01445,mafft,0.856481,0.118827,0.024691,0.672645,1.0,0.990793,0.849612,0.722222,216
RF01447,mafft,0.997642,0.002358,0.0,0.995283,0.0,0.997826,0.99763,0.995283,212
RF01448,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,143
RF01449,mafft,0.84492,0.144385,0.010695,0.602235,1.0,1.0,0.844086,0.68984,187
RF01451,mafft,0.997748,0.0,0.002252,1.0,0.0,1.0,0.995465,0.995495,148
RF01452,mafft,0.870833,0.102083,0.027083,0.736461,1.0,0.975162,0.836649,0.802604,192
RF01453,mafft,0.942029,0.057971,0.0,0.84212,0.0,0.996656,0.907543,0.886473,138
RF01454,mafft,0.894309,0.094851,0.01084,0.744169,1.0,0.98094,0.822404,0.802168,123
RF01455,mafft,0.906977,0.086291,0.006732,0.611281,0.947864,1.0,0.871827,0.836529,86
RF01456,mafft,0.896841,0.078659,0.0245,0.703967,1.0,0.996746,0.887013,0.824758,141
RF01457,mafft,0.981982,0.013514,0.004505,0.964414,0.0,0.987745,0.963636,0.972973,111
RF01458,mafft,0.854227,0.145773,0.0,0.608961,0.0,0.985607,0.783505,0.78863,98
RF01459,mafft,0.892222,0.097778,0.01,0.721419,0.0,0.950377,0.840402,0.815556,225
RF01460,mafft,0.96115,0.03885,0.0,0.896492,0.0,0.993779,0.936137,0.926962,429
RF01461,mafft,0.968354,0.031646,0.0,0.890837,0.0,0.994046,0.953291,0.943038,158
RF01462,mafft,0.956383,0.03617,0.007447,0.893167,1.0,1.0,0.934759,0.925,188
RF01463,mafft,0.973064,0.026936,0.0,0.925794,0.0,1.0,0.945578,0.946128,99
RF01467,mafft,0.972222,0.027778,0.0,0.910418,0.0,1.0,0.953815,0.951587,84
